Accession,QCIssue,NumAPOBECs,NumConservedAPOBECSites,ADIndex
AB480696,True,0,41,0.0
AB480698,True,0,41,0.0
AB485632,True,0,41,0.0
AB485633,True,0,41,0.0
AB485634,True,0,41,0.0
AB485636,True,0,41,0.0
AB485638,True,0,41,0.0
AB485641,True,0,41,0.0
AB485643,True,0,41,0.0
AB485645,True,0,41,0.0
AB485648,True,0,41,0.0
AB485650,True,0,41,0.0
AB485652,True,0,41,0.0
AB485654,True,0,41,0.0
AB485656,True,0,41,0.0
AB485658,True,0,41,0.0
AB485660,True,0,41,0.0
AB485662,True,0,41,0.0
AB485664,True,0,41,0.0
AB547464,True,0,41,0.0
AB564744,True,0,41,0.0
AB564746,True,0,41,0.0
AB565478,True,0,41,0.0
AB565495,True,0,41,0.0
AB565497,True,0,41,0.0
AB565499,True,0,41,0.0
AB565501,True,0,41,0.0
AB565503,True,0,41,0.0
AB604946,True,0,41,0.0
AB604950,True,0,41,0.0
AB641836,True,0,41,0.0
AB646289,True,0,41,0.0
AB703607,True,0,41,0.0
AB703608,True,0,41,0.0
AB703609,True,0,41,0.0
AB703610,True,0,41,0.0
AB703611,True,0,41,0.0
AB703612,True,0,41,0.0
AB703613,True,0,41,0.0
AB703614,True,0,41,0.0
AB703615,True,0,41,0.0
AB703616,True,0,41,0.0
AB731663,True,0,41,0.0
AB731665,True,0,41,0.0
AB731667,True,0,41,0.0
AB746342,True,0,41,0.0
AB845344,True,0,41,0.0
AB845345,True,0,41,0.0
AB845346,True,0,41,0.0
AB845347,True,0,41,0.0
AB845348,True,0,41,0.0
AB845349,True,0,41,0.0
AB859012,True,0,41,0.0
AB873205,True,0,41,0.0
AB873206,True,0,41,0.0
AB873207,True,0,41,0.0
AB873208,True,0,41,0.0
AB873209,True,0,41,0.0
AB873210,True,0,41,0.0
AB873211,True,0,41,0.0
AB873212,True,0,41,0.0
AB873213,True,0,41,0.0
AB873214,True,0,41,0.0
AB873215,True,0,41,0.0
AB873216,True,0,41,0.0
AB873217,True,0,41,0.0
AB873218,True,0,41,0.0
AB873219,True,0,41,0.0
AB873220,True,0,41,0.0
AB873221,True,0,41,0.0
AB873222,True,0,41,0.0
AB873223,True,0,41,0.0
AB873224,True,0,41,0.0
AB873225,True,0,41,0.0
AB873226,True,0,41,0.0
AB873227,True,0,41,0.0
AB873228,True,0,41,0.0
AB873229,True,0,41,0.0
AB873230,True,0,41,0.0
AB873231,True,0,41,0.0
AB873232,True,0,41,0.0
AB873233,True,0,41,0.0
AB873234,True,0,41,0.0
AB873235,True,0,41,0.0
AB873236,True,0,41,0.0
AB873237,True,0,41,0.0
AB873238,True,0,41,0.0
AB873239,True,0,41,0.0
AB873240,True,0,41,0.0
AB873241,True,0,41,0.0
AB873242,True,0,41,0.0
AB873243,True,0,41,0.0
AB873244,True,0,41,0.0
AB873245,True,0,41,0.0
AB873246,True,1,41,0.024390243902439025
AB873247,True,0,41,0.0
AB873248,True,0,41,0.0
AB873249,True,0,41,0.0
AB873250,True,0,41,0.0
AB873251,True,0,41,0.0
AB873252,True,0,41,0.0
AB873253,True,0,41,0.0
AB873254,True,0,41,0.0
AB873255,True,0,41,0.0
AB873256,True,0,41,0.0
AB873257,True,0,41,0.0
AB873258,True,0,41,0.0
AB873259,True,0,41,0.0
AB873260,True,0,41,0.0
AB873261,True,0,41,0.0
AB873262,True,0,41,0.0
AB873263,True,0,41,0.0
AB873264,True,0,41,0.0
AB873265,True,0,41,0.0
AB873266,True,0,41,0.0
AB873267,True,0,41,0.0
AB873268,True,0,41,0.0
AB873269,True,0,41,0.0
AB873270,True,0,41,0.0
AB873271,True,0,41,0.0
AB873272,True,0,41,0.0
AB873273,True,0,41,0.0
AB873274,True,0,41,0.0
AB873275,True,0,41,0.0
AB873276,True,0,41,0.0
AB873277,True,0,41,0.0
AB873278,True,0,41,0.0
AB873279,True,0,41,0.0
AB873280,True,0,41,0.0
AB873281,True,0,41,0.0
AB873282,True,0,41,0.0
AB873283,True,0,41,0.0
AB873284,True,0,41,0.0
AB873285,True,0,41,0.0
AB873286,True,0,41,0.0
AB873287,True,0,41,0.0
AB873288,True,0,41,0.0
AB873289,True,0,41,0.0
AB873290,True,0,41,0.0
AB873291,True,0,41,0.0
AB873292,True,0,41,0.0
AB873293,True,0,41,0.0
AB873294,True,0,41,0.0
AB873295,True,0,41,0.0
AB873296,True,0,41,0.0
AB873297,True,0,41,0.0
AB873298,True,0,41,0.0
AB873299,True,0,41,0.0
AB873300,True,0,41,0.0
AB873301,True,0,41,0.0
AB873302,True,0,41,0.0
AB873303,True,0,41,0.0
AB873304,True,1,41,0.024390243902439025
AB873305,True,0,41,0.0
AB873306,True,0,41,0.0
AB873307,True,0,41,0.0
AB873308,True,0,41,0.0
AB873309,True,0,41,0.0
AB873310,True,0,41,0.0
AB873311,True,0,41,0.0
AB873312,True,0,41,0.0
AB873313,True,0,41,0.0
AB873314,True,0,41,0.0
AB873315,True,0,41,0.0
AB873316,True,0,41,0.0
AB873317,True,0,41,0.0
AB873318,True,0,41,0.0
AB873319,True,0,41,0.0
AB873320,True,0,41,0.0
AB873321,True,0,41,0.0
AB873322,True,0,41,0.0
AB873323,True,1,41,0.024390243902439025
AB873324,True,0,41,0.0
AB873325,True,0,41,0.0
AB873326,True,0,41,0.0
AB873327,True,0,41,0.0
AB873328,True,0,41,0.0
AB873329,True,0,41,0.0
AB873330,True,0,41,0.0
AB873331,True,0,41,0.0
AB873332,True,0,41,0.0
AB873333,True,0,41,0.0
AB873334,True,0,41,0.0
AB873335,True,0,41,0.0
AB873336,True,0,41,0.0
AB873337,True,0,41,0.0
AB873338,True,0,41,0.0
AB873339,True,0,41,0.0
AB873340,True,0,41,0.0
AB873341,True,0,41,0.0
AB873342,True,0,41,0.0
AB873343,True,0,41,0.0
AB873344,True,0,41,0.0
AB873345,True,0,41,0.0
AB873346,True,0,41,0.0
AB873347,True,0,41,0.0
AB873348,True,0,41,0.0
AB873349,True,0,41,0.0
AB873350,True,0,41,0.0
AB873351,True,0,41,0.0
AB873352,True,0,41,0.0
AB873353,True,0,41,0.0
AB873354,True,0,41,0.0
AB873355,True,0,41,0.0
AB873356,True,0,41,0.0
AB873357,True,0,41,0.0
AB873358,True,0,41,0.0
AB873359,True,0,41,0.0
AB873360,True,0,41,0.0
AB873361,True,0,41,0.0
AB873362,True,0,41,0.0
AB873363,True,0,41,0.0
AB873364,True,0,41,0.0
AB873365,True,0,41,0.0
AB873366,True,0,41,0.0
AB873367,True,0,41,0.0
AB873368,True,0,41,0.0
AB873369,True,0,41,0.0
AB873370,True,0,41,0.0
AB873371,True,0,41,0.0
AB873372,True,0,41,0.0
AB873373,True,0,41,0.0
AB873374,True,0,41,0.0
AB873375,True,0,41,0.0
AB873376,True,0,41,0.0
AB873377,True,0,41,0.0
AB873378,True,0,41,0.0
AB873379,True,0,41,0.0
AB873380,True,0,41,0.0
AB873381,True,0,41,0.0
AB873382,True,0,41,0.0
AB873383,True,0,41,0.0
AB873384,True,0,41,0.0
AB873385,True,0,41,0.0
AB873386,True,0,41,0.0
AB873387,True,0,41,0.0
AB873388,True,0,41,0.0
AB873389,True,0,41,0.0
AB873390,True,0,41,0.0
AB873391,True,0,41,0.0
AB873392,True,0,41,0.0
AB873393,True,0,41,0.0
AB873394,True,0,41,0.0
AB873395,True,0,41,0.0
AB873396,True,0,41,0.0
AB873397,True,0,41,0.0
AB873398,True,0,41,0.0
AB873399,True,0,41,0.0
AB873400,True,0,41,0.0
AB873401,True,0,41,0.0
AB873402,True,0,41,0.0
AB873403,True,0,41,0.0
AB873404,True,0,41,0.0
AB873405,True,0,41,0.0
AB873406,True,0,41,0.0
AB873407,True,0,41,0.0
AB873408,True,0,41,0.0
AB873409,True,0,41,0.0
AB873410,True,0,41,0.0
AB873411,True,0,41,0.0
AB873412,True,0,41,0.0
AB873413,True,0,41,0.0
AB873414,True,0,41,0.0
AB873415,True,0,41,0.0
AB873416,True,0,41,0.0
AB873417,True,0,41,0.0
AB873418,True,0,41,0.0
AB873419,True,0,41,0.0
AB873420,True,0,41,0.0
AB873421,True,0,41,0.0
AB873422,True,0,41,0.0
AB873423,True,0,41,0.0
AB873424,True,0,41,0.0
AB873425,True,0,41,0.0
AB873426,True,0,41,0.0
AB873427,True,0,41,0.0
AB873428,True,0,41,0.0
AB873429,True,0,41,0.0
AB873430,True,0,41,0.0
AB873431,True,0,41,0.0
AB873432,True,0,41,0.0
AB873433,True,0,41,0.0
AB873434,True,0,41,0.0
AB873435,True,0,41,0.0
AB873436,True,0,41,0.0
AB873437,True,0,41,0.0
AB873438,True,0,41,0.0
AB873439,True,0,41,0.0
AB873440,True,0,41,0.0
AB873441,True,0,41,0.0
AB873442,True,0,41,0.0
AB873443,True,0,41,0.0
AB873444,True,0,41,0.0
AB873445,True,0,41,0.0
AB873446,True,0,41,0.0
AB873447,True,0,41,0.0
AB873448,True,0,41,0.0
AB873449,True,0,41,0.0
AB873450,True,0,41,0.0
AB873451,True,0,41,0.0
AB873452,True,0,41,0.0
AB873453,True,0,41,0.0
AB873454,True,0,41,0.0
AB873455,True,0,41,0.0
AB873456,True,0,41,0.0
AB873457,True,0,41,0.0
AB873458,True,0,41,0.0
AB873459,True,0,41,0.0
AB873460,True,0,41,0.0
AB873461,True,0,41,0.0
AB873462,True,0,41,0.0
AB873463,True,0,41,0.0
AB873464,True,0,41,0.0
AB873465,True,0,41,0.0
AB873466,True,0,41,0.0
AB873467,True,0,41,0.0
AB873468,True,0,41,0.0
AB873469,True,0,41,0.0
AB873470,True,0,41,0.0
AB873471,True,0,41,0.0
AB873472,True,0,41,0.0
AB873473,True,0,41,0.0
AB873474,True,0,41,0.0
AB873475,True,0,41,0.0
AB873476,True,0,41,0.0
AB873477,True,0,41,0.0
AB873478,True,0,41,0.0
AB873479,True,0,41,0.0
AB873480,True,0,41,0.0
AB873481,True,0,41,0.0
AB873482,True,0,41,0.0
AB873483,True,0,41,0.0
AB873484,True,0,41,0.0
AB873485,True,0,41,0.0
AB873486,True,0,41,0.0
AB873487,True,0,41,0.0
AB873488,True,0,41,0.0
AB873489,True,0,41,0.0
AB873490,True,0,41,0.0
AB873491,True,0,41,0.0
AB873492,True,0,41,0.0
AB873493,True,0,41,0.0
AB873494,True,0,41,0.0
AB873495,True,0,41,0.0
AB873496,True,0,41,0.0
AB873497,True,0,41,0.0
AB873498,True,0,41,0.0
AB873499,True,0,41,0.0
AB873500,True,1,41,0.024390243902439025
AB873501,True,0,41,0.0
AB873502,True,0,41,0.0
AB873503,True,0,41,0.0
AB873504,True,0,41,0.0
AB873505,True,0,41,0.0
AB873506,True,0,41,0.0
AB873507,True,0,41,0.0
AB873508,True,0,41,0.0
AB873509,True,0,41,0.0
AB873510,True,0,41,0.0
AB873511,True,0,41,0.0
AB873512,True,0,41,0.0
AB873513,True,0,41,0.0
AB873514,True,0,41,0.0
AB873515,True,1,41,0.024390243902439025
AB873516,True,0,41,0.0
AB873517,True,0,41,0.0
AB873518,True,0,41,0.0
AB873519,True,0,41,0.0
AB873520,True,0,41,0.0
AB873521,True,0,41,0.0
AB873522,True,0,41,0.0
AB873523,True,0,41,0.0
AB873524,True,0,41,0.0
AB873525,True,0,41,0.0
AB873526,True,0,41,0.0
AB873527,True,0,41,0.0
AB873528,True,0,41,0.0
AB873529,True,0,41,0.0
AB873530,True,0,41,0.0
AB873531,True,0,41,0.0
AB873532,True,0,41,0.0
AB873533,True,0,41,0.0
AB873534,True,0,41,0.0
AB873535,True,0,41,0.0
AB873536,True,0,41,0.0
AB873537,True,0,41,0.0
AB873538,True,0,41,0.0
AB873539,True,0,41,0.0
AB873540,True,0,41,0.0
AB873541,True,0,41,0.0
AB873542,True,0,41,0.0
AB873543,True,1,41,0.024390243902439025
AB873544,True,0,41,0.0
AB873545,True,0,41,0.0
AB873546,True,0,41,0.0
AB873547,True,0,41,0.0
AB873548,True,0,41,0.0
AB873549,True,0,41,0.0
AB873550,True,0,41,0.0
AB873551,True,0,41,0.0
AB873552,True,0,41,0.0
AB873553,True,0,41,0.0
AB873554,True,0,41,0.0
AB873555,True,0,41,0.0
AB873556,True,0,41,0.0
AB873557,True,0,41,0.0
AB873558,True,0,41,0.0
AB873559,True,0,41,0.0
AB873560,True,0,41,0.0
AB873561,True,0,41,0.0
AB873562,True,0,41,0.0
AB873563,True,0,41,0.0
AB873564,True,0,41,0.0
AB873565,True,0,41,0.0
AB873566,True,0,41,0.0
AB873567,True,0,41,0.0
AB873568,True,0,41,0.0
AB873569,True,0,41,0.0
AB873570,True,0,41,0.0
AB873571,True,0,41,0.0
AB873572,True,0,41,0.0
AB873573,True,0,41,0.0
AB873574,True,0,41,0.0
AB873575,True,0,41,0.0
AB873576,True,0,41,0.0
AB873577,True,0,41,0.0
AB873578,True,0,41,0.0
AB873579,True,0,41,0.0
AB873580,True,0,41,0.0
AB873581,True,0,41,0.0
AB873582,True,0,41,0.0
AB873583,True,0,41,0.0
AB873584,True,0,41,0.0
AB873585,True,0,41,0.0
AB873586,True,0,41,0.0
AB873587,True,0,41,0.0
AB873588,True,0,41,0.0
AB873589,True,0,41,0.0
AB873590,True,0,41,0.0
AB873591,True,0,41,0.0
AB873592,True,0,41,0.0
AB873593,True,0,41,0.0
AB873594,True,0,41,0.0
AB873595,True,0,41,0.0
AB873596,True,0,41,0.0
AB873597,True,0,41,0.0
AB873598,True,0,41,0.0
AB873599,True,0,41,0.0
AB873600,True,0,41,0.0
AB873601,True,0,41,0.0
AF003887,True,0,41,0.0
AF004394,True,0,41,0.0
AF004885,True,0,41,0.0
AF005494,True,0,41,0.0
AF005495,True,0,41,0.0
AF005496,True,0,41,0.0
AF042100,True,0,41,0.0
AF042101,True,0,41,0.0
AF042103,True,0,41,0.0
AF042104,True,0,41,0.0
AF042105,True,2,41,0.04878048780487805
AF049337,True,0,41,0.0
AF049494,True,0,41,0.0
AF049495,True,0,41,0.0
AF061642,True,0,41,0.0
AF063224,True,0,41,0.0
AF064699,True,0,41,0.0
AF067154,True,0,41,0.0
AF067155,True,0,41,0.0
AF067156,True,0,41,0.0
AF067157,True,0,41,0.0
AF067158,True,0,41,0.0
AF067159,True,0,41,0.0
AF069140,True,0,41,0.0
AF069671,True,0,41,0.0
AF070521,True,0,41,0.0
AF073422,True,0,41,0.0
AF075701,True,0,41,0.0
AF075702,True,0,41,0.0
AF075703,True,0,41,0.0
AF075719,True,0,41,0.0
AF076474,True,0,41,0.0
AF076475,True,0,41,0.0
AF076998,True,0,41,0.0
AF077336,True,0,41,0.0
AF082394,True,0,41,0.0
AF082395,True,0,41,0.0
AF084936,True,0,41,0.0
AF086817,True,0,41,0.0
AF107770,True,0,41,0.0
AF107771,True,0,41,0.0
AF110959,True,0,41,0.0
AF110962,True,0,41,0.0
AF110967,True,0,41,0.0
AF110969,True,0,41,0.0
AF110972,True,0,41,0.0
AF110973,True,0,41,0.0
AF110976,True,0,41,0.0
AF110979,True,0,41,0.0
AF119819,True,0,41,0.0
AF119820,True,0,41,0.0
AF133821,True,0,41,0.0
AF146728,True,0,41,0.0
AF164485,True,0,41,0.0
AF170545,True,0,41,0.0
AF179368,True,1,41,0.024390243902439025
AF184155,True,0,41,0.0
AF190127,True,0,41,0.0
AF190128,True,0,41,0.0
AF192135,True,0,41,0.0
AF193253,True,0,41,0.0
AF193275,False,8,41,0.1951219512195122
AF193276,True,0,41,0.0
AF193277,True,0,41,0.0
AF197340,True,0,41,0.0
AF224507,True,0,41,0.0
AF256204,True,0,41,0.0
AF259954,True,0,41,0.0
AF286223,True,0,41,0.0
AF286224,True,0,41,0.0
AF286225,True,0,41,0.0
AF286226,True,0,41,0.0
AF286227,True,0,41,0.0
AF286228,True,0,41,0.0
AF286229,True,0,41,0.0
AF286230,True,0,41,0.0
AF286231,True,0,41,0.0
AF286232,True,0,41,0.0
AF286233,True,0,41,0.0
AF286234,True,0,41,0.0
AF286235,True,0,41,0.0
AF286236,True,0,41,0.0
AF286238,True,0,41,0.0
AF286253,True,0,41,0.0
AF286365,True,0,41,0.0
AF290027,True,0,41,0.0
AF332867,True,0,41,0.0
AF355337,True,0,41,0.0
AF361873,True,0,41,0.0
AF361879,True,0,41,0.0
AF362994,True,0,41,0.0
AF385934,True,0,41,0.0
AF385935,True,0,41,0.0
AF385936,True,0,41,0.0
AF391251,True,0,41,0.0
AF391253,True,0,41,0.0
AF391254,True,0,41,0.0
AF391255,True,0,41,0.0
AF391258,False,4,41,0.0975609756097561
AF391259,True,0,41,0.0
AF391260,True,0,41,0.0
AF391262,True,0,41,0.0
AF391263,True,0,41,0.0
AF391265,True,0,41,0.0
AF391267,True,0,41,0.0
AF391268,True,0,41,0.0
AF391269,True,0,41,0.0
AF408626,True,1,41,0.024390243902439025
AF408627,True,1,41,0.024390243902439025
AF408628,True,0,41,0.0
AF408629,True,0,41,0.0
AF408630,True,0,41,0.0
AF408631,True,0,41,0.0
AF408632,True,0,41,0.0
AF411964,True,0,41,0.0
AF411965,True,0,41,0.0
AF411966,True,0,41,0.0
AF411967,True,0,41,0.0
AF413987,True,0,41,0.0
AF414006,True,0,41,0.0
AF423755,True,0,41,0.0
AF423756,True,0,41,0.0
AF423757,True,0,41,0.0
AF423758,True,0,41,0.0
AF423759,True,0,41,0.0
AF423760,True,0,41,0.0
AF442566,True,0,41,0.0
AF442567,False,10,41,0.24390243902439024
AF442568,False,9,41,0.21951219512195122
AF442569,True,0,41,0.0
AF442570,True,0,41,0.0
AF443075,True,0,41,0.0
AF443076,True,0,41,0.0
AF443077,True,0,41,0.0
AF443078,True,0,41,0.0
AF443080,True,0,41,0.0
AF443081,True,0,41,0.0
AF443082,True,0,41,0.0
AF443083,True,0,41,0.0
AF443084,True,0,41,0.0
AF443085,True,0,41,0.0
AF443086,True,0,41,0.0
AF443087,True,0,41,0.0
AF443088,True,0,41,0.0
AF443089,True,0,41,0.0
AF443090,True,0,41,0.0
AF443091,True,0,41,0.0
AF443092,True,0,41,0.0
AF443093,True,0,41,0.0
AF443094,True,0,41,0.0
AF443095,True,0,41,0.0
AF443096,True,0,41,0.0
AF443097,True,0,41,0.0
AF443099,True,0,41,0.0
AF443100,True,0,41,0.0
AF443101,True,0,41,0.0
AF443102,True,0,41,0.0
AF443103,True,0,41,0.0
AF443104,True,0,41,0.0
AF443105,True,0,41,0.0
AF443106,True,0,41,0.0
AF443107,True,0,41,0.0
AF443108,True,0,41,0.0
AF443109,True,0,41,0.0
AF443110,True,0,41,0.0
AF443111,True,0,41,0.0
AF443112,True,0,41,0.0
AF443113,True,0,41,0.0
AF443114,True,0,41,0.0
AF443115,True,0,41,0.0
AF450096,True,0,41,0.0
AF450097,True,0,41,0.0
AF450098,True,0,41,0.0
AF460972,True,0,41,0.0
AF492623,True,0,41,0.0
AF492624,True,0,41,0.0
AF533118,True,0,41,0.0
AF533119,True,0,41,0.0
AF533120,True,0,41,0.0
AF533121,True,0,41,0.0
AF533122,True,0,41,0.0
AF533123,True,0,41,0.0
AF533124,True,0,41,0.0
AF533125,True,0,41,0.0
AF533126,True,0,41,0.0
AF533127,True,0,41,0.0
AF533128,True,0,41,0.0
AF533129,True,0,41,0.0
AF533130,True,0,41,0.0
AF533131,True,0,41,0.0
AF533132,True,0,41,0.0
AF533133,True,0,41,0.0
AF533134,True,0,41,0.0
AF533135,True,0,41,0.0
AF533136,True,0,41,0.0
AF533137,True,0,41,0.0
AF533138,True,0,41,0.0
AF533139,True,1,41,0.024390243902439025
AF533140,True,0,41,0.0
AF533141,True,0,41,0.0
AF538302,True,0,41,0.0
AF538303,True,0,41,0.0
AF538304,True,0,41,0.0
AF538305,True,0,41,0.0
AF538306,True,0,41,0.0
AF538307,True,0,41,0.0
AF539404,True,0,41,0.0
AF544010,True,0,41,0.0
AH011123,False,13,41,0.3170731707317073
AJ237565,True,0,41,0.0
AJ239083,True,0,41,0.0
AJ249235,True,0,41,0.0
AJ249236,True,0,41,0.0
AJ249237,True,0,41,0.0
AJ249238,True,0,41,0.0
AJ249239,True,0,41,0.0
AJ251056,True,0,41,0.0
AJ271445,True,0,41,0.0
AJ276595,True,1,41,0.024390243902439025
AJ276596,True,0,41,0.0
AJ288981,True,0,41,0.0
AJ291718,True,0,41,0.0
AJ293865,True,0,41,0.0
AJ320484,True,0,41,0.0
AJ404325,True,0,41,0.0
AJ437030,True,0,41,0.0
AJ437033,True,0,41,0.0
AJ437036,True,0,41,0.0
AJ437039,True,1,41,0.024390243902439025
AJ437042,True,1,41,0.024390243902439025
AJ437045,True,0,41,0.0
AJ437048,True,0,41,0.0
AJ437051,True,0,41,0.0
AJ437056,True,0,41,0.0
AJ488926,True,0,41,0.0
AJ488927,True,0,41,0.0
AJ508595,True,0,41,0.0
AJ866555,True,0,41,0.0
AJ866556,True,0,41,0.0
AJ866557,True,0,41,0.0
AJ866558,True,0,41,0.0
AM000054,True,0,41,0.0
AM000055,True,0,41,0.0
AM851091,True,0,41,0.0
AM933522,True,0,41,0.0
AM933525,True,0,41,0.0
AM933526,True,0,41,0.0
AM933527,True,0,41,0.0
AM933531,True,0,41,0.0
AM933534,True,0,41,0.0
AM933535,True,0,41,0.0
AM933536,True,0,41,0.0
AM933538,True,0,41,0.0
AM933539,True,0,41,0.0
AM933540,True,0,41,0.0
AM933541,True,0,41,0.0
AX774260,True,0,41,0.0
AY008714,True,0,41,0.0
AY008716,True,0,41,0.0
AY043173,True,0,41,0.0
AY043174,True,0,41,0.0
AY043176,True,0,41,0.0
AY049708,True,1,41,0.024390243902439025
AY082968,True,0,41,0.0
AY093603,True,0,41,0.0
AY093604,True,0,41,0.0
AY093605,True,1,41,0.024390243902439025
AY158533,True,0,41,0.0
AY158534,True,0,41,0.0
AY158535,True,0,41,0.0
AY167123,True,0,41,0.0
AY173951,True,0,41,0.0
AY173952,True,0,41,0.0
AY173954,True,0,41,0.0
AY173955,True,0,41,0.0
AY173957,True,0,41,0.0
AY180905,True,0,41,0.0
AY206647,True,0,41,0.0
AY206648,True,0,41,0.0
AY206649,True,0,41,0.0
AY206650,True,0,41,0.0
AY206651,True,0,41,0.0
AY206652,True,0,41,0.0
AY206653,True,0,41,0.0
AY206654,True,0,41,0.0
AY206655,True,0,41,0.0
AY206656,True,0,41,0.0
AY206657,True,0,41,0.0
AY206658,True,1,41,0.024390243902439025
AY206659,True,0,41,0.0
AY206660,True,0,41,0.0
AY206661,True,1,41,0.024390243902439025
AY206662,True,0,41,0.0
AY206663,True,0,41,0.0
AY206664,True,0,41,0.0
AY227107,True,0,41,0.0
AY228556,True,0,41,0.0
AY228557,True,0,41,0.0
AY247251,True,0,41,0.0
AY275555,True,0,41,0.0
AY275556,True,0,41,0.0
AY275557,True,0,41,0.0
AY308760,True,0,41,0.0
AY314044,True,0,41,0.0
AY322184,True,0,41,0.0
AY322187,True,0,41,0.0
AY322189,True,0,41,0.0
AY322190,True,0,41,0.0
AY322191,True,0,41,0.0
AY322193,True,0,41,0.0
AY331282,True,0,41,0.0
AY331284,True,0,41,0.0
AY331285,True,0,41,0.0
AY331287,True,0,41,0.0
AY331289,True,0,41,0.0
AY331292,True,0,41,0.0
AY331296,True,0,41,0.0
