Accession,PMID,Gene,Subtype,NumAAChanges,NumInsertions,NumDeletions,NumStopCodons,NumApobecs,NumUnusuals,NumFrameShifts
AF025760,9519894,gp41,B,20,0,0,0,0,1,0
AF025761,9519894,gp41,B,21,0,0,0,0,0,0
AF025762,9519894,gp41,B,30,0,0,0,0,0,0
AF025763,9519894,gp41,B,28,0,1,0,0,0,0
AF025764,9519894,gp41,B,22,0,0,0,0,1,1
AF041125,10445815,gp41,B,24,0,0,0,0,0,0
AF041126,10445815,gp41,B,38,0,0,0,0,2,1
AF041127,10445815,gp41,B,38,0,0,0,0,1,0
AF041128,10445815,gp41,B,36,0,0,0,0,0,0
AF041129,10445815,gp41,B,31,0,0,0,0,0,1
AF041130,10445815,gp41,B,32,0,0,0,0,0,0
AF041131,10445815,gp41,B,37,0,0,0,0,0,1
AF041132,10445815,gp41,B,26,0,0,0,0,0,0
AF041133,10445815,gp41,B,28,0,0,0,0,0,0
AF041134,10445815,gp41,B,34,0,0,0,0,0,0
AF041135,10445815,gp41,B,40,0,0,0,0,0,1
AF070703,10826486,gp41,01_AE,65,1,0,0,0,0,1
AF070704,10826486,gp41,01_AE,63,1,0,0,0,0,1
AF070705,10826486,gp41,01_AE,67,1,0,0,0,1,1
AF070706,10826486,gp41,01_AE,68,1,0,0,0,1,1
AF070707,10826486,gp41,01_AE,74,1,0,0,0,4,2
AF070708,10826486,gp41,01_AE,62,1,0,0,0,1,1
AF070709,10826486,gp41,01_AE,72,1,0,0,0,1,1
AF070710,10826486,gp41,01_AE,67,1,0,0,0,0,1
AF070711,10826486,gp41,01_AE,58,1,0,0,0,1,1
AF070712,10826486,gp41,01_AE,67,1,0,0,0,0,1
AF070713,10826486,gp41,01_AE,64,1,0,0,0,0,1
AF110959,10196340,gp41,C,78,1,0,0,0,1,1
AF110962,10196340,gp41,C,67,1,0,0,0,0,1
AF110967,10196340,gp41,C,66,0,0,0,0,1,0
AF110969,10196340,gp41,C,72,1,0,0,0,0,1
AF110972,10196340,gp41,C,68,1,0,0,0,0,1
AF110973,10196340,gp41,C,75,1,0,0,0,0,1
AF110976,10196340,gp41,C,71,0,0,0,0,0,0
AF110979,10196340,gp41,C,69,1,0,0,0,0,1
AF277054,10984542,gp41,B,35,0,0,0,0,1,1
AF277055,10984542,gp41,B,32,0,0,0,0,0,1
AF277056,10984542,gp41,B,39,0,0,0,0,0,1
AF277057,10984542,gp41,B,42,0,0,0,0,0,1
AF277058,10984542,gp41,B,38,0,0,0,0,0,2
AF277059,10984542,gp41,B,27,0,0,0,0,2,1
AF277060,10984542,gp41,B,39,0,0,0,0,1,1
AF277061,10984542,gp41,B,45,0,0,0,0,0,1
AF277062,10984542,gp41,B,37,0,0,0,0,0,1
AF277063,10984542,gp41,B,40,0,0,0,0,0,0
AF277064,10984542,gp41,B,36,0,0,0,0,1,0
AF277065,10984542,gp41,B,39,0,0,0,0,0,1
AF277066,10984542,gp41,B,32,0,0,0,0,2,1
AF277067,10984542,gp41,B,37,0,0,0,0,1,2
AF277068,10984542,gp41,B,45,0,0,0,0,2,1
AF277069,10984542,gp41,B,26,0,0,0,0,0,1
AF277070,10984542,gp41,B,28,0,0,0,0,1,1
AF277071,10984542,gp41,B,36,0,0,0,0,1,0
AF277072,10984542,gp41,B,34,0,0,0,0,0,1
AF277073,10984542,gp41,B,27,0,0,0,0,0,1
AF277074,10984542,gp41,B,45,0,0,0,1,3,1
AF277075,10984542,gp41,B,37,0,0,0,0,0,1
AF286237,11429108,gp41,A2,71,1,0,0,0,1,1
AF286238,11429108,gp41,A2,77,1,0,0,0,0,1
AF286239,11429108,gp41,16_A2D,70,1,1,0,0,1,1
AF286241,11429108,gp41,A2,64,1,0,0,0,0,1
AF316544,11429108,gp41,A2G,66,1,0,0,1,1,1
AF332867,11752707,gp41,BF,56,0,0,0,0,1,0
AF361871,11504977,gp41,A1C,63,0,0,0,0,0,0
AF361872,11504977,gp41,A1,66,1,0,0,0,0,1
AF361873,11504977,gp41,A1,63,1,0,0,0,0,1
AF361874,11504977,gp41,C,75,1,5,1,0,2,2
AF361875,11504977,gp41,C,77,1,0,0,0,0,1
AF361876,11504977,gp41,A1C,71,1,0,0,0,1,1
AF361877,11504977,gp41,CD,57,0,0,0,0,1,1
AF361878,11504977,gp41,A1C,69,1,0,0,0,0,1
AF361879,11504977,gp41,A1C,77,1,0,0,0,1,1
AF385934,11600844,gp41,12_BF,43,0,0,0,0,1,0
AF385935,11600844,gp41,12_BF,49,0,0,0,0,0,0
AF385936,11600844,gp41,12_BF,55,0,0,0,0,0,0
AF391230,11709098,gp41,C,64,1,0,0,0,1,1
AF391232,11709098,gp41,C,81,1,0,0,0,0,1
AF391233,11709098,gp41,C,70,1,0,0,0,0,1
AF391234,11709098,gp41,C,71,1,0,0,0,0,1
AF391235,11709098,gp41,C,82,1,0,0,1,1,1
AF391238,11709098,gp41,C,77,1,0,1,0,1,1
AF391240,11709098,gp41,C,71,1,0,0,0,2,1
AF391242,11709098,gp41,C,75,2,0,0,1,1,2
AF391243,11709098,gp41,C,81,1,1,0,0,0,1
AF391245,11709098,gp41,C,73,1,0,0,0,0,1
AF391247,11709098,gp41,C,72,0,0,1,0,2,0
AF391249,11709098,gp41,C,71,1,0,0,0,4,1
AF391250,11709098,gp41,C,80,0,0,0,0,0,0
AF408626,11752707,gp41,BF,47,0,0,0,0,0,0
AF408627,11752707,gp41,BF,58,1,0,0,0,0,1
AF408628,11752707,gp41,BF,51,0,1,0,0,1,0
AF408629,11752707,gp41,12_BF,51,0,0,0,0,2,0
AF408630,11752707,gp41,12_BF,57,0,0,0,0,1,0
AF408631,11752707,gp41,BF,51,0,0,0,0,2,0
AF408632,11752707,gp41,BF,49,0,0,0,0,0,0
AF443074,11991972,gp41,C,67,1,0,0,0,1,1
AF443075,11991972,gp41,C,70,1,0,0,0,0,1
AF443076,11991972,gp41,C,79,1,3,1,0,0,3
AF443077,11991972,gp41,C,65,1,0,0,0,0,1
AF443078,11991972,gp41,C,85,0,0,0,0,4,0
AF443079,11991972,gp41,C,67,1,0,0,0,0,1
AF443080,11991972,gp41,C,76,1,1,0,0,0,1
AF443081,11991972,gp41,C,70,2,0,0,0,2,2
AF443082,11991972,gp41,C,71,1,0,0,0,2,1
AF443083,11991972,gp41,C,66,1,0,0,0,2,1
AF443084,11991972,gp41,C,76,1,0,0,0,0,1
AF443085,11991972,gp41,C,85,1,1,0,0,1,1
AF443086,11991972,gp41,C,67,1,0,0,0,1,1
AF443087,11991972,gp41,C,71,1,0,0,0,1,1
AF443088,11991972,gp41,C,69,1,0,0,0,1,2
AF443089,11991972,gp41,C,76,1,0,0,0,0,1
AF443090,11991972,gp41,C,69,1,0,1,1,0,1
AF443091,11991972,gp41,C,77,1,0,0,0,5,1
AF443092,11991972,gp41,C,66,0,0,0,0,0,0
AF443093,11991972,gp41,C,72,1,0,0,0,1,2
AF443094,11991972,gp41,C,73,0,0,0,0,2,0
AF443095,11991972,gp41,C,69,1,0,0,0,1,1
AF443096,11991972,gp41,C,65,1,0,0,0,1,1
AF443097,11991972,gp41,C,68,1,0,0,0,0,1
AF443098,11991972,gp41,C,70,1,0,0,0,0,1
AF443099,11991972,gp41,C,67,1,0,0,0,0,1
AF443100,11991972,gp41,C,81,1,0,2,2,1,1
AF443101,11991972,gp41,C,78,1,1,0,0,0,1
AF443102,11991972,gp41,C,74,1,0,0,0,0,1
AF443103,11991972,gp41,C,69,1,0,0,0,0,1
AF443104,11991972,gp41,C,66,1,0,0,0,0,1
AF443105,11991972,gp41,C,78,0,0,0,0,1,0
AF443106,11991972,gp41,C,71,1,0,0,0,4,1
AF443107,11991972,gp41,C,70,1,0,0,0,1,1
AF443108,11991972,gp41,C,72,1,0,0,0,2,1
AF443109,11991972,gp41,C,70,1,0,0,0,0,1
AF443110,11991972,gp41,C,76,1,0,0,0,0,1
AF443111,11991972,gp41,C,68,1,0,0,0,2,1
AF443112,11991972,gp41,C,73,1,0,0,0,0,1
AF443113,11991972,gp41,C,75,1,1,0,0,0,1
AF443114,11991972,gp41,C,74,0,0,0,0,2,0
AF443115,11991972,gp41,C,79,1,1,1,1,1,1
AF457051,12218394,gp41,21_A2D,50,0,0,0,0,2,0
AF457052,12218394,gp41,A1,64,0,0,0,0,0,0
AF457053,12218394,gp41,A1,73,1,0,0,0,0,1
AF457054,12218394,gp41,C,73,1,0,0,0,0,1
AF457055,12218394,gp41,A1,73,1,0,0,0,0,1
AF457056,12218394,gp41,A1CD,63,0,0,0,0,1,0
AF457058,12218394,gp41,A1D,50,0,0,0,0,0,0
AF457059,12218394,gp41,A1D,70,1,0,0,0,0,1
AF457061,12218394,gp41,A1C,68,1,0,0,0,0,1
AF457062,12218394,gp41,A1G,68,1,0,0,0,0,1
AF457063,12218394,gp41,A1,65,1,0,0,0,0,1
AF457064,12218394,gp41,A1C,75,1,0,0,0,2,1
AF457065,12218394,gp41,A1,71,1,0,0,0,0,1
AF457066,12218394,gp41,A1,69,1,0,0,0,0,1
AF457067,12218394,gp41,A1,74,1,7,1,0,1,2
AF457068,12218394,gp41,A1,64,1,0,0,0,0,1
AF457069,12218394,gp41,A1,60,1,0,0,0,0,1
AF457070,12218394,gp41,A1,66,1,3,0,0,0,3
AF457072,12218394,gp41,21_A2D,49,0,0,0,0,1,0
AF457073,12218394,gp41,A1D,69,1,0,0,0,0,1
AF457075,12218394,gp41,A1,63,1,0,0,0,0,2
AF457077,12218394,gp41,A1,59,1,0,0,0,0,1
AF457078,12218394,gp41,A1D,69,1,0,0,0,0,1
AF457079,12218394,gp41,A1,64,1,2,0,0,1,3
AF457080,12218394,gp41,A1,67,1,0,0,0,0,1
AF457081,12218394,gp41,A1,71,1,0,0,0,0,1
AF457082,12218394,gp41,A1D,71,1,0,1,1,1,1
AF457083,12218394,gp41,A1,72,1,9,0,0,0,2
AF457084,12218394,gp41,A1,62,1,0,0,0,0,1
AF457085,12218394,gp41,CD,52,0,0,0,0,0,0
AF457086,12218394,gp41,A1,64,1,0,0,0,0,1
AF457087,12218394,gp41,A1C,69,1,0,0,0,0,1
AF457088,12218394,gp41,A1A2D,65,1,0,0,0,0,1
AF457089,12218394,gp41,A1,67,1,0,0,0,0,1
AF457090,12218394,gp41,D,47,0,0,0,0,0,0
AF484477,12487816,gp41,D,44,0,0,0,0,0,0
AF484478,12487816,gp41,A1,64,1,0,1,1,1,1
AF484479,12487816,gp41,A1D,57,1,0,0,0,0,1
AF484480,12487816,gp41,D,49,0,0,0,0,1,0
AF484481,12487816,gp41,D,50,0,0,0,0,0,0
AF484482,12487816,gp41,A1D,71,1,0,0,0,0,1
AF484483,12487816,gp41,D,53,0,7,0,0,0,0
AF484485,12487816,gp41,D,52,0,0,0,0,0,0
AF484486,12487816,gp41,D,47,0,0,0,0,1,0
AF484487,12487816,gp41,D,48,0,0,0,0,1,0
AF484488,12487816,gp41,A1D,47,0,0,0,0,1,0
AF484489,12487816,gp41,D,47,0,0,0,0,0,1
AF484490,12487816,gp41,D,54,0,0,0,0,1,0
AF484491,12487816,gp41,A1C,71,0,3,1,0,2,2
AF484492,12487816,gp41,A1D,50,0,0,0,0,0,0
AF484493,12487816,gp41,A1,66,1,0,0,0,1,1
AF484494,12487816,gp41,D,43,0,0,0,0,0,0
AF484495,12487816,gp41,D,47,0,0,0,0,1,1
AF484496,12487816,gp41,A1D,50,0,0,0,0,0,0
AF484497,12487816,gp41,D,45,0,0,0,0,0,0
AF484498,12487816,gp41,D,50,0,1,0,1,0,1
AF484499,12487816,gp41,D,51,0,0,0,0,0,0
AF484500,12487816,gp41,CD,47,0,0,0,0,0,0
AF484501,12487816,gp41,A1C,63,1,0,0,0,0,1
AF484502,12487816,gp41,D,54,0,0,0,0,1,0
AF484503,12487816,gp41,A1D,55,0,0,0,0,0,0
AF484504,12487816,gp41,D,52,0,0,0,0,0,0
AF484505,12487816,gp41,D,57,0,0,0,0,5,0
AF484506,12487816,gp41,D,47,0,0,0,0,0,0
AF484507,12487816,gp41,A1,73,1,0,0,0,1,1
AF484508,12487816,gp41,A1,72,1,0,0,0,0,1
AF484509,12487816,gp41,A1,63,1,0,0,0,1,1
AF484510,12487816,gp41,A1D,49,0,0,0,0,0,0
AF484511,12487816,gp41,D,53,0,0,0,0,0,0
AF484512,12487816,gp41,A1,65,1,0,0,0,2,1
AF484515,12487816,gp41,D,47,0,0,0,0,0,0
AF484516,12487816,gp41,D,42,0,0,0,0,0,0
AF484517,12487816,gp41,A1D,51,0,0,0,0,0,0
AF484518,12487816,gp41,D,55,0,0,0,0,1,0
AF484519,12487816,gp41,D,55,0,0,0,0,0,0
AF484520,12487816,gp41,A1D,63,1,0,0,0,0,1
AF484521,12487816,gp41,A1D,44,0,0,0,0,0,0
AF484522,12487816,gp41,A1D,37,0,0,0,0,0,0
AJ249235,10659053,gp41,K,61,0,3,0,0,0,3
AJ249236,10659053,gp41,F2,67,0,3,0,0,1,3
AJ249237,10659053,gp41,F2,69,1,4,0,0,4,3
AJ249238,10659053,gp41,F1,58,0,3,0,2,2,3
AJ249239,10659053,gp41,K,59,0,3,1,0,0,3
AJ277823,9986789,gp41,11_cpx,62,0,0,0,1,0,1
AJ401034,11044094,gp41,A4,63,1,0,0,0,3,1
AJ401035,11044094,gp41,FKU,69,0,3,0,0,0,3
AJ401036,11044094,gp41,JU,62,0,0,0,0,0,0
AJ401037,11044094,gp41,D,48,0,1,1,0,3,2
AJ401038,11044094,gp41,26_A5U,63,1,0,0,0,0,1
AJ401039,11044094,gp41,U,59,0,3,0,0,1,3
AJ401040,11044094,gp41,A1,63,1,0,0,0,3,1
AJ401041,11044094,gp41,J,63,0,0,0,0,0,1
AJ401043,11044094,gp41,U,68,1,0,0,0,2,1
AJ401044,11044094,gp41,26C,68,1,0,0,0,0,1
AJ401045,11044094,gp41,J,68,0,0,0,1,2,2
AJ401046,11044094,gp41,AJ,67,0,0,0,0,0,0
AM279343,16817969,gp41,A1,67,1,0,0,0,0,1
AM279344,16817969,gp41,A1,81,0,3,0,0,0,2
AM279345,16817969,gp41,02A1,60,1,0,0,0,0,2
AM279346,16817969,gp41,G,63,1,0,0,0,0,2
AM279347,16817969,gp41,02A1,78,1,7,0,0,1,1
AM279348,16817969,gp41,A1,66,1,0,0,0,0,1
AM279349,16817969,gp41,02_AG,71,2,0,0,0,0,2
AM279350,16817969,gp41,G,67,1,0,0,0,0,1
AM279351,16817969,gp41,G,64,1,0,0,0,0,1
AM279352,16817969,gp41,02_AG,63,1,0,0,0,0,1
AM279353,16817969,gp41,ADU,59,0,0,0,0,1,1
AM279354,16817969,gp41,A,60,1,0,0,0,1,2
AM279355,16817969,gp41,02A1,72,1,0,0,0,0,2
AM279356,16817969,gp41,02A1,80,1,0,0,0,0,1
AM279357,16817969,gp41,02A1,72,1,0,0,0,0,2
AM279359,16817969,gp41,G,67,1,0,0,0,0,1
AM279360,16817969,gp41,02_AG,73,1,0,0,0,3,2
AM279361,16817969,gp41,02_AG,73,1,0,0,0,0,1
AM279362,16817969,gp41,02A1,70,1,0,0,0,2,1
AM279363,16817969,gp41,02A1,80,1,6,0,0,1,3
AM279364,16817969,gp41,09A,64,0,0,0,0,1,0
AM279365,16817969,gp41,G,61,1,0,0,0,0,1
AM279366,16817969,gp41,A1,69,1,0,0,0,0,1
AM279367,16817969,gp41,02_AG,68,1,0,0,0,0,3
AM279368,16817969,gp41,AG,71,1,0,0,0,1,1
AM279369,16817969,gp41,A1A3,65,1,0,0,0,0,2
AY037266,11600844,gp41,BF,54,0,0,0,0,0,0
AY037267,11600844,gp41,BF,35,0,0,0,0,0,1
AY037268,11600844,gp41,B,45,0,0,0,0,2,1
AY037269,11600844,gp41,B,36,0,0,0,0,0,0
AY037270,11600844,gp41,B,24,0,0,0,0,1,1
AY037271,11600844,gp41,BF,45,0,0,0,0,0,0
AY037272,11600844,gp41,BF,49,0,0,0,0,0,0
AY037275,11600844,gp41,BF,48,1,0,0,0,0,1
AY037277,11600844,gp41,BF,46,0,0,0,0,0,1
AY037278,11600844,gp41,BF,46,0,0,0,0,0,0
AY037280,11600844,gp41,BF,58,0,0,0,0,0,0
AY037281,11600844,gp41,17_BF,53,0,0,0,0,0,0
AY037282,11600844,gp41,B,32,0,0,0,0,0,0
AY037283,11600844,gp41,BF,49,0,1,0,0,0,0
AY247218,12743293,gp41,B,18,0,0,0,0,0,0
AY247219,12743293,gp41,B,15,0,0,0,0,0,0
AY247220,12743293,gp41,B,20,0,0,0,0,0,0
AY247221,12743293,gp41,B,12,0,0,0,0,0,0
AY247222,12743293,gp41,B,20,0,0,0,0,0,1
AY247223,12743293,gp41,B,15,0,0,0,0,0,1
AY247224,12743293,gp41,B,21,0,0,0,0,0,1
AY247225,12743293,gp41,B,20,0,0,0,0,0,0
AY253303,15320994,gp41,C,76,1,2,0,0,1,1
AY253304,15320994,gp41,C,76,1,0,0,0,0,1
AY253305,15320994,gp41,A1,60,1,0,0,0,0,1
AY253306,15320994,gp41,A1,69,1,0,0,0,0,1
AY253307,15320994,gp41,C,77,1,0,0,0,0,1
AY253308,15320994,gp41,C,76,1,0,0,0,0,1
AY253309,15320994,gp41,CD,60,1,0,0,0,1,1
AY253310,15320994,gp41,C,72,1,0,0,0,0,1
AY253311,15320994,gp41,D,50,0,0,0,0,0,0
AY253312,15320994,gp41,C,75,1,0,0,0,0,1
AY253313,15320994,gp41,C,75,1,0,0,0,0,1
AY253314,15320994,gp41,A1,69,1,0,0,0,0,1
AY253315,15320994,gp41,A1C,67,1,0,0,0,0,1
AY253316,15320994,gp41,A1D,61,1,0,0,0,0,1
AY253317,15320994,gp41,C,78,1,0,0,0,0,1
AY253318,15320994,gp41,A1C,72,1,0,0,0,4,1
AY253319,15320994,gp41,A1C,69,1,0,1,1,2,1
AY253320,15320994,gp41,C,68,1,0,0,0,0,1
AY253321,15320994,gp41,C,67,1,1,1,0,1,2
AY253322,15320994,gp41,C,65,1,0,0,0,0,1
AY331282,16103205,gp41,B,27,0,0,0,2,1,1
AY331284,16103205,gp41,B,39,0,0,0,0,0,0
AY331285,16103205,gp41,B,28,0,0,0,0,1,1
AY331287,16103205,gp41,B,33,0,0,0,0,0,0
AY331289,16103205,gp41,B,32,0,0,0,0,0,1
AY331291,16103205,gp41,B,39,0,0,0,0,0,0
AY331292,16103205,gp41,B,47,0,4,1,0,2,2
AY331294,16103205,gp41,B,36,0,0,0,0,0,0
AY331296,16103205,gp41,B,37,0,0,0,0,0,0
AY358036,15186520,gp41,01_AE,70,0,0,0,0,1,0
AY358037,15186520,gp41,01_AE,65,1,0,0,0,0,1
AY358038,15186520,gp41,01_AE,68,0,0,0,0,0,0
AY358039,15186520,gp41,01_AE,59,1,0,0,0,0,2
AY358040,15186520,gp41,01_AE,63,1,0,0,0,0,1
AY358041,15186520,gp41,01_AE,67,1,0,0,0,0,1
AY358042,15186520,gp41,01B,63,1,0,0,0,0,1
AY358043,15186520,gp41,01_AE,60,1,0,0,0,0,1
AY358044,15186520,gp41,01_AE,65,1,0,0,0,0,1
AY358045,15186520,gp41,01_AE,64,1,0,0,0,0,1
AY358046,15186520,gp41,01_AE,60,1,0,0,0,0,2
AY358047,15186520,gp41,01_AE,59,1,0,0,0,0,2
AY358048,15186520,gp41,01_AE,59,1,0,0,0,0,2
AY358049,15186520,gp41,01_AE,65,1,0,0,0,0,1
AY358050,15186520,gp41,01_AE,63,1,0,0,0,0,1
AY358051,15186520,gp41,01_AE,63,1,0,0,0,0,1
AY358052,15186520,gp41,01_AE,68,1,0,0,0,0,1
AY358056,15186520,gp41,01_AE,68,1,0,0,0,0,1
AY358057,15186520,gp41,01_AE,58,1,0,0,0,0,1
AY358059,15186520,gp41,01_AE,66,1,0,0,0,1,1
AY358060,15186520,gp41,01_AE,61,1,0,0,0,0,1
AY358061,15186520,gp41,01_AE,66,1,0,0,0,0,1
AY358062,15186520,gp41,01_AE,63,1,0,0,0,0,1
AY358063,15186520,gp41,01_AE,63,1,0,0,0,0,1
AY358064,15186520,gp41,01_AE,65,1,0,0,0,1,1
AY358066,15186520,gp41,01_AE,58,1,0,0,0,0,2
AY358067,15186520,gp41,01_AE,60,1,0,0,0,0,1
AY358068,15186520,gp41,01_AE,65,1,0,0,0,0,1
AY358069,15186520,gp41,01B,51,0,0,0,0,0,0
AY358070,15186520,gp41,01B,64,1,0,0,0,2,1
AY358071,15186520,gp41,01B,50,0,0,0,0,0,0
AY358072,15186520,gp41,01B,50,0,0,0,0,0,1
AY358073,15186520,gp41,01B,48,0,0,0,0,0,0
AY371121,15186527,gp41,G,60,1,0,0,0,0,1
AY371122,15186527,gp41,02_AG,70,1,1,0,0,0,1
AY371123,15186527,gp41,02_AG,70,1,0,0,0,0,1
AY371124,15186527,gp41,02_AG,65,1,0,0,0,0,1
AY371125,15186527,gp41,02_AG,71,2,0,0,0,1,2
AY371126,15186527,gp41,02_AG,75,1,0,0,0,2,1
AY371127,15186527,gp41,02_AG,69,1,6,0,0,1,3
AY371128,15186527,gp41,02_AG,63,0,0,0,0,0,0
AY371129,15186527,gp41,02_AG,72,1,0,0,0,0,1
AY371130,15186527,gp41,02_AG,73,1,0,0,0,0,2
AY371131,15186527,gp41,02_AG,65,1,0,0,0,0,1
AY371132,15186527,gp41,02_AG,73,1,0,0,0,0,1
AY371133,15186527,gp41,02_AG,70,1,0,0,0,1,1
AY371134,15186527,gp41,02_AG,64,1,0,0,0,0,1
AY371136,15186527,gp41,02_AG,74,1,6,0,0,1,3
AY371137,15186527,gp41,02_AG,70,1,0,0,0,0,1
AY371138,15186527,gp41,02_AG,67,1,0,0,0,0,2
AY371139,15186527,gp41,02_AG,64,1,0,0,0,0,2
AY371140,15186527,gp41,02_AG,63,1,0,0,0,1,2
AY371141,15186527,gp41,02_AG,71,1,0,0,0,0,1
AY371142,15186527,gp41,02_AG,62,1,0,0,0,0,1
AY371143,15186527,gp41,02A1U,67,1,0,0,0,0,1
AY371145,15186527,gp41,0102A,67,1,0,0,0,0,1
AY371146,15186527,gp41,02_AG,63,0,0,0,0,0,0
AY371147,15186527,gp41,02G,69,1,0,0,0,0,1
AY371149,15186527,gp41,11_cpx,55,0,0,0,0,1,0
AY371150,15186527,gp41,11_cpx,68,0,0,0,0,0,0
AY371151,15186527,gp41,11_cpx,62,1,0,0,0,0,1
AY371153,15186527,gp41,11_cpx,72,0,0,0,0,0,0
AY371154,15186527,gp41,13_cpx,73,2,0,0,0,0,2
AY371155,15186527,gp41,D,43,0,0,0,0,1,0
AY371156,15186527,gp41,D,48,0,0,0,0,0,0
AY371157,15186527,gp41,D,44,0,0,0,0,0,0
AY371158,15186527,gp41,F2,58,0,3,0,0,0,3
AY371159,15186527,gp41,22_01A1,65,1,0,0,0,0,1
AY371160,15186527,gp41,AF2,75,0,3,0,0,0,3
AY371161,15186527,gp41,AHJU,56,0,0,0,0,0,0
AY371162,15186527,gp41,AHJU,59,0,0,0,0,0,0
AY371163,15186527,gp41,22A1U,62,1,0,0,0,0,1
AY371164,15186527,gp41,A1F2,68,1,0,0,0,1,1
AY371165,15186527,gp41,22_01A1,65,1,0,0,0,0,1
AY371166,15186527,gp41,AGU,61,0,0,0,0,0,0
AY371168,15186527,gp41,22DU,43,0,0,0,0,0,0
AY371169,15186527,gp41,25_cpx,64,1,0,0,0,0,1
AY371170,15186527,gp41,01ADF2,60,0,0,0,0,2,0
AY444799,15929707,gp41,AD,72,1,0,0,0,1,1
AY444800,15929707,gp41,C,72,1,0,0,0,0,1
AY444801,15929707,gp41,C,72,2,0,0,0,0,2
AY444803,15929707,gp41,01_AE,68,2,0,0,0,0,2
AY444804,15929707,gp41,01_AE,66,1,0,0,0,0,1
AY444805,15929707,gp41,01_AE,68,1,0,1,0,3,3
AY444806,15929707,gp41,01_AE,67,1,0,0,0,0,1
AY444809,15929707,gp41,02_AG,60,1,0,0,0,0,1
AY444811,15929707,gp41,02_AG,77,1,6,0,0,1,3
AY444812,15929707,gp41,01B,65,1,0,0,0,0,1
AY463217,16701907,gp41,C,71,0,0,0,0,0,0
AY463218,16701907,gp41,C,74,1,0,0,0,0,2
AY463219,16701907,gp41,C,79,1,0,0,0,1,1
AY463220,16701907,gp41,C,75,1,0,0,0,1,1
AY463221,16701907,gp41,C,72,1,0,0,0,0,1
AY463222,16701907,gp41,C,73,1,0,0,0,0,1
