Accession,PMID,Gene,Subtype,NumAAChanges,NumStopCodons
AY713408,15857994,gp41,B,30,0
AY713412,15857994,gp41,B,28,0
AY713414,15857994,gp41,C,74,0
AY713415,15857994,gp41,C,74,0
AY713416,15857994,gp41,C,65,0
AY713418,15857994,gp41,D,48,0
AY713419,15857994,gp41,01_AE,61,0
AY713420,15857994,gp41,01_AE,57,0
AY713421,15857994,gp41,01_AE,61,0
AY713422,15857994,gp41,01_AE,65,0
AY713423,15857994,gp41,01_AE,58,0
AY713424,15857994,gp41,01_AE,60,0
AY713426,15857994,gp41,01_AE,66,0
AY734550,16135906,gp41,C,69,0
AY734551,16135906,gp41,C,71,0
AY734552,16135906,gp41,A1C,63,0
AY734553,16135906,gp41,A1C,74,0
AY734554,16135906,gp41,A1C,72,0
AY734555,16135906,gp41,A1C,70,0
AY734558,16135906,gp41,C,72,0
AY734559,16135906,gp41,C,66,0
AY734562,16135906,gp41,A1C,66,0
AY736828,15857994,gp41,D,45,0
AY736837,15857994,gp41,01_AE,62,0
AY736838,15857994,gp41,01_AE,60,0
AY736839,15857994,gp41,02_AG,67,0
AY736840,15857994,gp41,02_AG,67,0
AY736844,15857994,gp41,02_AG,69,0
AY736845,15857994,gp41,02_AG,65,0
AY772691,16701907,gp41,C,62,0
AY772693,16701907,gp41,C,68,0
AY772694,16701907,gp41,C,74,0
AY772697,16701907,gp41,C,63,0
AY772698,16701907,gp41,C,73,0
AY772700,16701907,gp41,C,75,0
AY772701,16701907,gp41,C,66,0
AY829203,16044009,gp41,A6,67,0
AY829204,16044009,gp41,02A1,57,0
AY829205,16044009,gp41,A6,69,0
AY829206,16044009,gp41,A6,68,0
AY829207,16044009,gp41,02A1,60,0
AY829208,16044009,gp41,A6,68,0
AY829209,16044009,gp41,A6,68,0
AY829210,16044009,gp41,A6,62,0
AY829212,16044009,gp41,A6,66,0
AY829214,16044009,gp41,02A1,58,0
AY835436,16051804,gp41,B,37,0
AY835437,16051804,gp41,B,43,0
AY835438,16051804,gp41,B,26,0
AY835446,16051804,gp41,B,39,0
AY835447,16051804,gp41,B,35,0
AY835449,16051804,gp41,B,33,0
AY835450,16051804,gp41,B,39,0
AY878060,16701907,gp41,C,69,0
AY878063,16701907,gp41,C,68,0
AY878064,16701907,gp41,C,71,0
AY878065,16701907,gp41,C,69,0
AY878068,16701907,gp41,C,75,0
AY878072,16701907,gp41,C,75,0
AY901965,16701907,gp41,C,73,0
AY901969,16701907,gp41,C,69,0
AY901972,16701907,gp41,C,68,0
AY901973,16701907,gp41,C,68,0
AY901974,16701907,gp41,C,73,0
AY901976,16701907,gp41,C,72,0
AY901977,16701907,gp41,C,72,0
AY901978,16701907,gp41,C,71,1
AY901980,16701907,gp41,C,72,0
AY901981,16701907,gp41,C,72,0
AY945710,16910837,gp41,B,47,0
AY945711,16910837,gp41,B,36,0
AY945716,16910837,gp41,01_AE,64,0
AY945717,16910837,gp41,01_AE,61,0
AY945718,16910837,gp41,01_AE,66,0
AY945719,16910837,gp41,01_AE,63,0
AY945720,16910837,gp41,01_AE,58,0
AY945724,16910837,gp41,01_AE,63,0
AY945726,16910837,gp41,01_AE,56,0
AY945727,16910837,gp41,01_AE,58,0
AY945730,16910837,gp41,01_AE,61,0
AY945731,16910837,gp41,01_AE,59,0
AY945732,16910837,gp41,01_AE,64,0
AY945733,16910837,gp41,01B,61,0
AY945734,16910837,gp41,52_01B,52,0
DQ056405,16701907,gp41,C,77,0
DQ056408,16701907,gp41,C,68,0
DQ056410,16701907,gp41,C,74,0
DQ056411,16701907,gp41,C,75,0
DQ056412,16701907,gp41,C,70,0
DQ056413,16701907,gp41,C,73,0
DQ056414,16701907,gp41,C,73,0
DQ056415,16701907,gp41,C,66,0
DQ056416,16701907,gp41,C,70,0
DQ056417,16701907,gp41,C,73,0
DQ056418,16701907,gp41,C,79,0
DQ085867,16438639,gp41,BF1,29,0
DQ085868,16438639,gp41,BF1,21,0
DQ085869,16438639,gp41,BF1,36,0
DQ085870,16438639,gp41,BF1,37,0
DQ085871,16438639,gp41,29_BF,36,0
DQ085872,16438639,gp41,28_BF,36,0
DQ085873,16438639,gp41,28_BF,35,0
DQ085874,16438639,gp41,28_BF,27,0
DQ085875,16438639,gp41,BF1,35,0
DQ085876,16438639,gp41,29_BF,30,0
DQ093589,16701907,gp41,C,73,0
DQ093590,16701907,gp41,C,72,1
DQ093592,16701907,gp41,C,69,0
DQ093595,16701907,gp41,C,71,0
DQ093596,16701907,gp41,C,74,0
DQ093597,16701907,gp41,C,72,0
DQ093598,16701907,gp41,C,74,0
DQ093599,16701907,gp41,C,65,0
DQ093605,16701907,gp41,C,61,0
DQ164106,16701907,gp41,C,63,0
DQ164107,16701907,gp41,C,72,0
DQ164112,16701907,gp41,C,67,0
DQ164113,16701907,gp41,C,72,0
DQ164114,16701907,gp41,C,73,0
DQ164118,16701907,gp41,C,65,0
DQ164121,16701907,gp41,C,72,0
DQ164122,16701907,gp41,C,76,0
DQ164127,16701907,gp41,C,66,0
DQ275643,16701907,gp41,C,69,0
DQ275645,16701907,gp41,C,74,0
DQ275646,16701907,gp41,C,74,0
DQ275647,16701907,gp41,C,68,0
DQ275648,16701907,gp41,C,72,0
DQ275650,16701907,gp41,C,73,0
DQ275652,16701907,gp41,C,74,0
DQ275653,16701907,gp41,C,73,0
DQ275656,16701907,gp41,C,66,0
DQ275658,16701907,gp41,C,71,0
DQ275659,16701907,gp41,C,74,0
DQ275661,16701907,gp41,C,66,0
DQ275664,16701907,gp41,C,72,0
DQ351220,16701907,gp41,C,72,0
DQ351221,16701907,gp41,C,68,0
DQ351223,16701907,gp41,C,74,1
DQ351227,16701907,gp41,C,64,0
DQ351228,16701907,gp41,C,72,0
DQ351229,16701907,gp41,C,74,0
DQ351230,16701907,gp41,C,70,0
DQ351231,16701907,gp41,C,65,0
DQ351237,16701907,gp41,C,74,0
DQ366659,17031320,gp41,33_01B,67,0
DQ366660,17031320,gp41,33_01B,62,0
DQ366662,17031320,gp41,33_01B,67,0
DQ366663,17031320,gp41,53_01B,59,0
DQ366664,17031320,gp41,52_01B,51,0
DQ366665,17031320,gp41,01B,62,0
DQ366666,17031320,gp41,01B,62,0
DQ369976,16701907,gp41,C,65,0
DQ369979,16701907,gp41,C,72,0
DQ369980,16701907,gp41,C,72,0
DQ369982,16701907,gp41,C,73,0
DQ369984,16701907,gp41,C,80,0
DQ369985,16701907,gp41,C,70,0
DQ369986,16701907,gp41,C,64,0
DQ369989,16701907,gp41,C,72,0
DQ369990,16701907,gp41,C,71,0
DQ369991,16701907,gp41,C,73,0
DQ369993,16701907,gp41,C,67,0
DQ369995,16701907,gp41,C,79,0
DQ369996,16701907,gp41,C,66,0
DQ369997,16701907,gp41,C,72,0
DQ382361,18507530,gp41,C,72,0
DQ382362,18507530,gp41,C,74,0
DQ382363,18507530,gp41,C,70,0
DQ382364,18507530,gp41,C,67,0
DQ382365,18507530,gp41,C,69,0
DQ382366,18507530,gp41,C,63,0
DQ382368,18507530,gp41,CD,71,0
DQ382370,18507530,gp41,C,75,0
DQ382371,18507530,gp41,C,75,0
DQ382372,18507530,gp41,C,76,0
DQ382373,18507530,gp41,C,73,0
DQ382375,18507530,gp41,C,76,0
DQ382376,18507530,gp41,C,73,0
DQ382377,18507530,gp41,C,73,0
DQ382378,18507530,gp41,C,75,0
DQ382379,18507530,gp41,C,76,0
DQ382380,18507530,gp41,C,63,0
DQ383746,16959032,gp41,B,22,0
DQ383747,16959032,gp41,BF1,48,0
DQ383748,16959032,gp41,B,35,0
DQ383749,16959032,gp41,B,37,0
DQ383750,16959032,gp41,B,43,0
DQ383751,16959032,gp41,B,43,0
DQ383752,16959032,gp41,B,36,0
DQ383754,16959032,gp41,BCF1,53,0
DQ383755,16959032,gp41,BF1,23,0
DQ388515,16971434,gp41,C,67,0
DQ388516,16971434,gp41,C,69,0
DQ388517,16971434,gp41,C,70,0
DQ396364,16701907,gp41,C,66,0
DQ396365,16701907,gp41,C,67,0
DQ396366,16701907,gp41,C,73,0
DQ396367,16701907,gp41,C,72,0
DQ396368,16701907,gp41,C,67,0
DQ396370,16701907,gp41,C,74,0
DQ396371,16701907,gp41,C,73,0
DQ396372,16701907,gp41,C,75,0
DQ396373,16701907,gp41,C,70,0
DQ396374,16701907,gp41,C,76,0
DQ396375,16701907,gp41,C,64,0
DQ396376,16701907,gp41,C,71,0
DQ396377,16701907,gp41,C,71,0
DQ396380,16701907,gp41,C,76,0
DQ396381,16701907,gp41,C,65,0
DQ396382,16701907,gp41,C,75,0
DQ396385,16701907,gp41,C,69,0
DQ396386,16701907,gp41,C,77,0
DQ396387,16701907,gp41,C,78,0
DQ396389,16701907,gp41,C,73,0
DQ396390,16701907,gp41,C,72,0
DQ396392,16701907,gp41,C,72,0
DQ396393,16701907,gp41,C,78,0
DQ396395,16701907,gp41,C,72,0
DQ396396,16701907,gp41,C,74,0
DQ396397,16701907,gp41,C,68,0
DQ396398,16701907,gp41,B,39,0
DQ396400,16701907,gp41,A1,64,0
DQ411853,16971434,gp41,C,70,0
DQ422948,16971434,gp41,C,69,0
DQ435682,16971434,gp41,C,76,0
DQ445631,16701907,gp41,C,64,0
DQ445632,16701907,gp41,C,71,0
DQ445633,16701907,gp41,C,72,0
DQ445634,16701907,gp41,C,72,0
DQ445635,16701907,gp41,C,68,0
DQ445637,16701907,gp41,C,63,0
DQ823356,16910825,gp41,A6,68,0
DQ823357,16910825,gp41,A6,67,0
DQ823358,16910825,gp41,A6,69,0
DQ823359,16910825,gp41,A6,71,0
DQ823360,16910825,gp41,A6,72,0
DQ823361,16910825,gp41,A6,66,0
DQ823363,16910825,gp41,B,38,0
DQ823364,16910825,gp41,B,37,0
DQ823365,16910825,gp41,A6,68,0
DQ823366,16910825,gp41,A6,67,0
DQ869014,17514017,gp41,B,33,0
DQ869015,17514017,gp41,B,30,0
DQ869016,17514017,gp41,B,37,0
DQ869017,17514017,gp41,B,38,0
DQ869018,17514017,gp41,02_AG,70,0
DQ869019,17514017,gp41,B,42,0
DQ869020,17514017,gp41,B,39,0
DQ869021,17514017,gp41,B,30,0
DQ869022,17514017,gp41,B,28,0
DQ869023,17514017,gp41,B,41,0
DQ869024,17514017,gp41,B,35,0
DQ869025,17514017,gp41,B,28,0
DQ869027,17514017,gp41,B,29,0
DQ869029,17514017,gp41,B,34,0
DQ869030,17514017,gp41,B,34,0
DQ869032,17514017,gp41,B,47,0
DQ869033,17514017,gp41,B,41,0
EF036527,17451347,gp41,01_AE,65,0
EF036529,17451347,gp41,01_AE,60,0
EF036530,17451347,gp41,01_AE,57,0
EF036531,17451347,gp41,01_AE,69,0
EF036532,17451347,gp41,01_AE,61,0
EF036533,17451347,gp41,01_AE,65,0
EF036534,17451347,gp41,01_AE,64,0
EF036535,17451347,gp41,01_AE,61,0
EF117266,19167740,gp41,C,70,0
EF117267,19167740,gp41,C,73,0
EF117268,19167740,gp41,C,73,0
EF117269,19167740,gp41,C,74,0
EF117270,19167740,gp41,C,67,0
EF117271,19167740,gp41,C,73,0
EF117272,19167740,gp41,C,73,0
EF117273,19167740,gp41,C,72,0
EF178338,16940537,gp41,B,45,0
EF178354,16940537,gp41,B,46,1
EF178358,16940537,gp41,B,44,0
EF514697,18184088,gp41,B,38,0
EF514698,18184088,gp41,B,42,0
EF514700,18184088,gp41,B,43,0
