Accession,NumAPOBECs,NumConservedAPOBECSites,ADIndex
AB485664,0,41,0.0
AB547464,0,41,0.0
AB564744,0,41,0.0
AB564746,0,41,0.0
AB565478,0,41,0.0
AB565495,0,41,0.0
AB565497,0,41,0.0
AB565499,0,41,0.0
AB565501,0,41,0.0
AB565503,0,41,0.0
AB604946,0,41,0.0
AB604950,0,41,0.0
AB641836,0,41,0.0
AB646289,0,41,0.0
AB703607,0,41,0.0
AB703608,0,41,0.0
AB703609,0,41,0.0
AB703610,0,41,0.0
AB703611,0,41,0.0
AB703612,0,41,0.0
AB703613,0,41,0.0
AB703614,0,41,0.0
AB703615,0,41,0.0
AB703616,0,41,0.0
AB731663,0,41,0.0
AB731665,0,41,0.0
AB731667,0,41,0.0
AB746342,0,41,0.0
AB845344,0,41,0.0
AB845345,0,41,0.0
AB845346,0,41,0.0
AB845347,0,41,0.0
AB845348,0,41,0.0
AB845349,0,41,0.0
AB859012,0,41,0.0
AB873205,0,41,0.0
AB873206,0,41,0.0
AB873207,0,41,0.0
AB873208,0,41,0.0
AB873209,0,41,0.0
AB873210,0,41,0.0
AB873211,0,41,0.0
AB873212,0,41,0.0
AB873213,0,41,0.0
AB873214,0,41,0.0
AB873215,0,41,0.0
AB873216,0,41,0.0
AB873217,0,41,0.0
AB873218,0,41,0.0
AB873219,0,41,0.0
AB873220,0,41,0.0
AB873221,0,41,0.0
AB873222,0,41,0.0
AB873223,0,41,0.0
AB873224,0,41,0.0
AB873225,0,41,0.0
AB873226,0,41,0.0
AB873227,0,41,0.0
AB873228,0,41,0.0
AB873229,0,41,0.0
AB873230,0,41,0.0
AB873231,0,41,0.0
AB873232,0,41,0.0
AB873233,0,41,0.0
AB873234,0,41,0.0
AB873235,0,41,0.0
AB873236,0,41,0.0
AB873237,0,41,0.0
AB873238,0,41,0.0
AB873239,0,41,0.0
AB873240,0,41,0.0
AB873241,0,41,0.0
AB873242,0,41,0.0
AB873243,0,41,0.0
AB873244,0,41,0.0
AB873245,0,41,0.0
AB873246,1,41,0.024390243902439025
AB873247,0,41,0.0
AB873248,0,41,0.0
AB873249,0,41,0.0
AB873250,0,41,0.0
AB873251,0,41,0.0
AB873252,0,41,0.0
AB873253,0,41,0.0
AB873254,0,41,0.0
AB873255,0,41,0.0
AB873256,0,41,0.0
AB873257,0,41,0.0
AB873258,0,41,0.0
AB873259,0,41,0.0
AB873260,0,41,0.0
AB873261,0,41,0.0
AB873262,0,41,0.0
AB873263,0,41,0.0
AB873264,0,41,0.0
AB873265,0,41,0.0
AB873266,0,41,0.0
AB873267,0,41,0.0
AB873268,0,41,0.0
AB873269,0,41,0.0
AB873270,0,41,0.0
AB873271,0,41,0.0
AB873272,0,41,0.0
AB873273,0,41,0.0
AB873274,0,41,0.0
AB873275,0,41,0.0
AB873276,0,41,0.0
AB873277,0,41,0.0
AB873278,0,41,0.0
AB873279,0,41,0.0
AB873280,0,41,0.0
AB873281,0,41,0.0
AB873282,0,41,0.0
AB873283,0,41,0.0
AB873284,0,41,0.0
AB873285,0,41,0.0
AB873286,0,41,0.0
AB873287,0,41,0.0
AB873288,0,41,0.0
AB873289,0,41,0.0
AB873290,0,41,0.0
AB873291,0,41,0.0
AB873292,0,41,0.0
AB873293,0,41,0.0
AB873294,0,41,0.0
AB873295,0,41,0.0
AB873296,0,41,0.0
AB873297,0,41,0.0
AB873298,0,41,0.0
AB873299,0,41,0.0
AB873300,0,41,0.0
AB873301,0,41,0.0
AB873302,0,41,0.0
AB873303,0,41,0.0
AB873304,1,41,0.024390243902439025
AB873305,0,41,0.0
AB873306,0,41,0.0
AB873307,0,41,0.0
AB873308,0,41,0.0
AB873309,0,41,0.0
AB873310,0,41,0.0
AB873311,0,41,0.0
AB873312,0,41,0.0
AB873313,0,41,0.0
AB873314,0,41,0.0
AB873315,0,41,0.0
AB873316,0,41,0.0
AB873317,0,41,0.0
AB873318,0,41,0.0
AB873319,0,41,0.0
AB873320,0,41,0.0
AB873321,0,41,0.0
AB873322,0,41,0.0
AB873323,1,41,0.024390243902439025
AB873324,0,41,0.0
AB873325,0,41,0.0
AB873326,0,41,0.0
AB873327,0,41,0.0
AB873328,0,41,0.0
AB873329,0,41,0.0
AB873330,0,41,0.0
AB873331,0,41,0.0
AB873332,0,41,0.0
AB873333,0,41,0.0
AB873334,0,41,0.0
AB873335,0,41,0.0
AB873336,0,41,0.0
AB873337,0,41,0.0
AB873338,0,41,0.0
AB873339,0,41,0.0
AB873340,0,41,0.0
AB873341,0,41,0.0
AB873342,0,41,0.0
AB873343,0,41,0.0
AB873344,0,41,0.0
AB873345,0,41,0.0
AB873346,0,41,0.0
AB873347,0,41,0.0
AB873348,0,41,0.0
AB873349,0,41,0.0
AB873350,0,41,0.0
AB873351,0,41,0.0
AB873352,0,41,0.0
AB873353,0,41,0.0
AB873354,0,41,0.0
AB873355,0,41,0.0
AB873356,0,41,0.0
AB873357,0,41,0.0
AB873358,0,41,0.0
AB873359,0,41,0.0
AB873360,0,41,0.0
AB873361,0,41,0.0
AB873362,0,41,0.0
AB873363,0,41,0.0
AB873364,0,41,0.0
AB873365,0,41,0.0
AB873366,0,41,0.0
AB873367,0,41,0.0
AB873368,0,41,0.0
AB873369,0,41,0.0
AB873370,0,41,0.0
AB873371,0,41,0.0
AB873372,0,41,0.0
AB873373,0,41,0.0
AB873374,0,41,0.0
AB873375,0,41,0.0
AB873376,0,41,0.0
AB873377,0,41,0.0
AB873378,0,41,0.0
AB873379,0,41,0.0
AB873380,0,41,0.0
AB873381,0,41,0.0
AB873382,0,41,0.0
AB873383,0,41,0.0
AB873384,0,41,0.0
AB873385,0,41,0.0
AB873386,0,41,0.0
AB873387,0,41,0.0
AB873388,0,41,0.0
AB873389,0,41,0.0
AB873390,0,41,0.0
AB873391,0,41,0.0
AB873392,0,41,0.0
AB873393,0,41,0.0
AB873394,0,41,0.0
AB873395,0,41,0.0
AB873396,0,41,0.0
AB873397,0,41,0.0
AB873398,0,41,0.0
AB873399,0,41,0.0
AB873400,0,41,0.0
AB873401,0,41,0.0
AB873402,0,41,0.0
AB873403,0,41,0.0
AB873404,0,41,0.0
AB873405,0,41,0.0
AB873406,0,41,0.0
AB873407,0,41,0.0
AB873408,0,41,0.0
AB873409,0,41,0.0
AB873410,0,41,0.0
AB873411,0,41,0.0
AB873412,0,41,0.0
AB873413,0,41,0.0
AB873414,0,41,0.0
AB873415,0,41,0.0
AB873416,0,41,0.0
AB873417,0,41,0.0
AB873418,0,41,0.0
AB873419,0,41,0.0
AB873420,0,41,0.0
AB873421,0,41,0.0
AB873422,0,41,0.0
AB873423,0,41,0.0
AB873424,0,41,0.0
AB873425,0,41,0.0
AB873426,0,41,0.0
AB873427,0,41,0.0
AB873428,0,41,0.0
AB873429,0,41,0.0
AB873430,0,41,0.0
AB873431,0,41,0.0
AB873432,0,41,0.0
AB873433,0,41,0.0
AB873434,0,41,0.0
AB873435,0,41,0.0
AB873436,0,41,0.0
AB873437,0,41,0.0
AB873438,0,41,0.0
AB873439,0,41,0.0
AB873440,0,41,0.0
AB873441,0,41,0.0
AB873442,0,41,0.0
AB873443,0,41,0.0
AB873444,0,41,0.0
AB873445,0,41,0.0
AB873446,0,41,0.0
AB873447,0,41,0.0
AB873448,0,41,0.0
AB873449,0,41,0.0
AB873450,0,41,0.0
AB873451,0,41,0.0
AB873452,0,41,0.0
AB873453,0,41,0.0
AB873454,0,41,0.0
AB873455,0,41,0.0
AB873456,0,41,0.0
AB873457,0,41,0.0
AB873458,0,41,0.0
AB873459,0,41,0.0
AB873460,0,41,0.0
AB873461,0,41,0.0
AB873462,0,41,0.0
AB873463,0,41,0.0
AB873464,0,41,0.0
AB873465,0,41,0.0
AB873466,0,41,0.0
AB873467,0,41,0.0
AB873468,0,41,0.0
AB873469,0,41,0.0
AB873470,0,41,0.0
AB873471,0,41,0.0
AB873472,0,41,0.0
AB873473,0,41,0.0
AB873474,0,41,0.0
AB873475,0,41,0.0
AB873476,0,41,0.0
AB873477,0,41,0.0
AB873478,0,41,0.0
AB873479,0,41,0.0
AB873480,0,41,0.0
AB873481,0,41,0.0
AB873482,0,41,0.0
AB873483,0,41,0.0
AB873484,0,41,0.0
AB873485,0,41,0.0
AB873486,0,41,0.0
AB873487,0,41,0.0
AB873488,0,41,0.0
AB873489,0,41,0.0
AB873490,0,41,0.0
AB873491,0,41,0.0
AB873492,0,41,0.0
AB873493,0,41,0.0
AB873494,0,41,0.0
AB873495,0,41,0.0
AB873496,0,41,0.0
AB873497,0,41,0.0
AB873498,0,41,0.0
AB873499,0,41,0.0
AB873500,1,41,0.024390243902439025
AB873501,0,41,0.0
AB873502,0,41,0.0
AB873503,0,41,0.0
AB873504,0,41,0.0
AB873505,0,41,0.0
AB873506,0,41,0.0
AB873507,0,41,0.0
AB873508,0,41,0.0
AB873509,0,41,0.0
AB873510,0,41,0.0
AB873511,0,41,0.0
AB873512,0,41,0.0
AB873513,0,41,0.0
AB873514,0,41,0.0
AB873515,1,41,0.024390243902439025
AB873516,0,41,0.0
AB873517,0,41,0.0
AB873518,0,41,0.0
AB873519,0,41,0.0
AB873520,0,41,0.0
AB873521,0,41,0.0
AB873522,0,41,0.0
AB873523,0,41,0.0
AB873524,0,41,0.0
AB873525,0,41,0.0
AB873526,0,41,0.0
AB873527,0,41,0.0
AB873528,0,41,0.0
AB873529,0,41,0.0
AB873530,0,41,0.0
AB873531,0,41,0.0
AB873532,0,41,0.0
AB873533,0,41,0.0
AB873534,0,41,0.0
AB873535,0,41,0.0
AB873536,0,41,0.0
AB873537,0,41,0.0
AB873538,0,41,0.0
AB873539,0,41,0.0
AB873540,0,41,0.0
AB873541,0,41,0.0
AB873542,0,41,0.0
AB873543,1,41,0.024390243902439025
AB873544,0,41,0.0
AB873545,0,41,0.0
AB873546,0,41,0.0
AB873547,0,41,0.0
AB873548,0,41,0.0
AB873549,0,41,0.0
AB873550,0,41,0.0
AB873551,0,41,0.0
AB873552,0,41,0.0
AB873553,0,41,0.0
AB873554,0,41,0.0
AB873555,0,41,0.0
AB873556,0,41,0.0
AB873557,0,41,0.0
AB873558,0,41,0.0
AB873559,0,41,0.0
AB873560,0,41,0.0
AB873561,0,41,0.0
AB873562,0,41,0.0
AB873563,0,41,0.0
AB873564,0,41,0.0
AB873565,0,41,0.0
AB873566,0,41,0.0
AB873567,0,41,0.0
AB873568,0,41,0.0
AB873569,0,41,0.0
AB873570,0,41,0.0
AB873571,0,41,0.0
AB873572,0,41,0.0
AB873573,0,41,0.0
AB873574,0,41,0.0
AB873575,0,41,0.0
AB873576,0,41,0.0
AB873577,0,41,0.0
AB873578,0,41,0.0
AB873579,0,41,0.0
AB873580,0,41,0.0
AB873581,0,41,0.0
AB873582,0,41,0.0
AB873583,0,41,0.0
AB873584,0,41,0.0
AB873585,0,41,0.0
AB873586,0,41,0.0
AB873587,0,41,0.0
AB873588,0,41,0.0
AB873589,0,41,0.0
AB873590,0,41,0.0
AB873591,0,41,0.0
AB873592,0,41,0.0
AB873593,0,41,0.0
AB873594,0,41,0.0
AB873595,0,41,0.0
AB873596,0,41,0.0
AB873597,0,41,0.0
AB873598,0,41,0.0
AB873599,0,41,0.0
AB873600,0,41,0.0
AB873601,0,41,0.0
AF003887,0,41,0.0
AF004394,0,41,0.0
AF004885,0,41,0.0
AF005494,0,41,0.0
AF005495,0,41,0.0
AF005496,0,41,0.0
AF042100,0,41,0.0
AF042101,0,41,0.0
AF042103,0,41,0.0
AF042104,0,41,0.0
AF042105,2,41,0.04878048780487805
AF049337,0,41,0.0
AF049494,0,41,0.0
AF049495,0,41,0.0
AF061642,0,41,0.0
AF063224,0,41,0.0
AF064699,0,41,0.0
AF067154,0,41,0.0
AF067155,0,41,0.0
AF067156,0,41,0.0
AF067157,0,41,0.0
AF067158,0,41,0.0
AF067159,0,41,0.0
AF069140,0,41,0.0
AF069671,0,41,0.0
AF070521,0,41,0.0
AF073422,0,41,0.0
AF075701,0,41,0.0
AF075702,0,41,0.0
AF075703,0,41,0.0
AF075719,0,41,0.0
AF076474,0,41,0.0
AF076475,0,41,0.0
AF076998,0,41,0.0
AF077336,0,41,0.0
AF082394,0,41,0.0
AF082395,0,41,0.0
AF084936,0,41,0.0
AF086817,0,41,0.0
AF107770,0,41,0.0
AF107771,0,41,0.0
AF110959,0,41,0.0
AF110962,0,41,0.0
AF110967,0,41,0.0
AF110969,0,41,0.0
AF110972,0,41,0.0
AF110973,0,41,0.0
AF110976,0,41,0.0
AF110979,0,41,0.0
AF119819,0,41,0.0
AF119820,0,41,0.0
AF133821,0,41,0.0
AF146728,0,41,0.0
AF164485,0,41,0.0
AF170545,0,41,0.0
AF179368,1,41,0.024390243902439025
AF184155,0,41,0.0
AF190127,0,41,0.0
AF190128,0,41,0.0
AF192135,0,41,0.0
AF193253,0,41,0.0
AF193275,8,41,0.1951219512195122
AF193276,0,41,0.0
AF193277,0,41,0.0
AF197340,0,41,0.0
AF224507,0,41,0.0
AF256204,0,41,0.0
AF259954,0,41,0.0
AF286223,0,41,0.0
AF286224,0,41,0.0
AF286225,0,41,0.0
AF286226,0,41,0.0
AF286227,0,41,0.0
AF286228,0,41,0.0
AF286229,0,41,0.0
AF286230,0,41,0.0
AF286231,0,41,0.0
AF286232,0,41,0.0
AF286233,0,41,0.0
AF286234,0,41,0.0
AF286235,0,41,0.0
AF286236,0,41,0.0
AF286238,0,41,0.0
AF286253,0,41,0.0
AF286365,0,41,0.0
AF290027,0,41,0.0
AF332867,0,41,0.0
AF355337,0,41,0.0
AF361873,0,41,0.0
AF361879,0,41,0.0
AF362994,0,41,0.0
AF385934,0,41,0.0
AF385935,0,41,0.0
AF385936,0,41,0.0
AF391251,0,41,0.0
AF391253,0,41,0.0
AF391254,0,41,0.0
AF391255,0,41,0.0
AF391258,4,41,0.0975609756097561
AF391259,0,41,0.0
AF391260,0,41,0.0
AF391262,0,41,0.0
AF391263,0,41,0.0
AF391265,0,41,0.0
AF391267,0,41,0.0
AF391268,0,41,0.0
AF391269,0,41,0.0
AF408626,1,41,0.024390243902439025
AF408627,1,41,0.024390243902439025
AF408628,0,41,0.0
AF408629,0,41,0.0
AF408630,0,41,0.0
AF408631,0,41,0.0
AF408632,0,41,0.0
AF411964,0,41,0.0
AF411965,0,41,0.0
AF411966,0,41,0.0
AF411967,0,41,0.0
AF413987,0,41,0.0
AF414006,0,41,0.0
AF423755,0,41,0.0
AF423756,0,41,0.0
AF423757,0,41,0.0
AF423758,0,41,0.0
AF423759,0,41,0.0
AF423760,0,41,0.0
AF442566,0,41,0.0
AF442567,10,41,0.24390243902439024
AF442568,9,41,0.21951219512195122
AF442569,0,41,0.0
AF442570,0,41,0.0
AF443075,0,41,0.0
AF443076,0,41,0.0
AF443077,0,41,0.0
AF443078,0,41,0.0
AF443080,0,41,0.0
AF443081,0,41,0.0
AF443082,0,41,0.0
AF443083,0,41,0.0
AF443084,0,41,0.0
AF443085,0,41,0.0
AF443086,0,41,0.0
AF443087,0,41,0.0
AF443088,0,41,0.0
AF443089,0,41,0.0
AF443090,0,41,0.0
AF443091,0,41,0.0
AF443092,0,41,0.0
AF443093,0,41,0.0
AF443094,0,41,0.0
AF443095,0,41,0.0
AF443096,0,41,0.0
AF443097,0,41,0.0
AF443099,0,41,0.0
AF443100,0,41,0.0
AF443101,0,41,0.0
AF443102,0,41,0.0
AF443103,0,41,0.0
AF443104,0,41,0.0
AF443105,0,41,0.0
AF443106,0,41,0.0
AF443107,0,41,0.0
AF443108,0,41,0.0
AF443109,0,41,0.0
AF443110,0,41,0.0
AF443111,0,41,0.0
AF443112,0,41,0.0
AF443113,0,41,0.0
AF443114,0,41,0.0
AF443115,0,41,0.0
AF450096,0,41,0.0
AF450097,0,41,0.0
AF450098,0,41,0.0
AF460972,0,41,0.0
AF492623,0,41,0.0
AF492624,0,41,0.0
AF533118,0,41,0.0
AF533119,0,41,0.0
AF533120,0,41,0.0
AF533121,0,41,0.0
AF533122,0,41,0.0
AF533123,0,41,0.0
AF533124,0,41,0.0
AF533125,0,41,0.0
AF533126,0,41,0.0
AF533127,0,41,0.0
AF533128,0,41,0.0
AF533129,0,41,0.0
AF533130,0,41,0.0
AF533131,0,41,0.0
AF533132,0,41,0.0
AF533133,0,41,0.0
AF533134,0,41,0.0
AF533135,0,41,0.0
AF533136,0,41,0.0
AF533137,0,41,0.0
AF533138,0,41,0.0
AF533139,1,41,0.024390243902439025
AF533140,0,41,0.0
AF533141,0,41,0.0
AF538302,0,41,0.0
AF538303,0,41,0.0
AF538304,0,41,0.0
AF538305,0,41,0.0
AF538306,0,41,0.0
AF538307,0,41,0.0
AF539404,0,41,0.0
AF544010,0,41,0.0
AH011123,13,41,0.3170731707317073
AJ237565,0,41,0.0
AJ239083,0,41,0.0
AJ249235,0,41,0.0
AJ249236,0,41,0.0
AJ249237,0,41,0.0
AJ249238,0,41,0.0
AJ249239,0,41,0.0
AJ251056,0,41,0.0
AJ271445,0,41,0.0
AJ276595,1,41,0.024390243902439025
AJ276596,0,41,0.0
AJ288981,0,41,0.0
AJ291718,0,41,0.0
AJ293865,0,41,0.0
AJ320484,0,41,0.0
AJ404325,0,41,0.0
AJ437030,0,41,0.0
AJ437033,0,41,0.0
AJ437036,0,41,0.0
AJ437039,1,41,0.024390243902439025
AJ437042,1,41,0.024390243902439025
AJ437045,0,41,0.0
AJ437048,0,41,0.0
AJ437051,0,41,0.0
AJ437056,0,41,0.0
AJ488926,0,41,0.0
AJ488927,0,41,0.0
AJ508595,0,41,0.0
AJ866555,0,41,0.0
AJ866556,0,41,0.0
AJ866557,0,41,0.0
AJ866558,0,41,0.0
AM000054,0,41,0.0
AM000055,0,41,0.0
AM851091,0,41,0.0
AM933522,0,41,0.0
AM933525,0,41,0.0
AM933526,0,41,0.0
AM933527,0,41,0.0
AM933531,0,41,0.0
AM933534,0,41,0.0
AM933535,0,41,0.0
AM933536,0,41,0.0
AM933538,0,41,0.0
AM933539,0,41,0.0
AM933540,0,41,0.0
AM933541,0,41,0.0
AX774260,0,41,0.0
AY008714,0,41,0.0
AY008716,0,41,0.0
AY043173,0,41,0.0
AY043174,0,41,0.0
AY043176,0,41,0.0
AY049708,1,41,0.024390243902439025
AY082968,0,41,0.0
AY093603,0,41,0.0
AY093604,0,41,0.0
AY093605,1,41,0.024390243902439025
AY158533,0,41,0.0
AY158534,0,41,0.0
AY158535,0,41,0.0
AY167123,0,41,0.0
AY173951,0,41,0.0
AY173952,0,41,0.0
AY173954,0,41,0.0
AY173955,0,41,0.0
AY173957,0,41,0.0
AY180905,0,41,0.0
AY206647,0,41,0.0
AY206648,0,41,0.0
AY206649,0,41,0.0
AY206650,0,41,0.0
AY206651,0,41,0.0
AY206652,0,41,0.0
AY206653,0,41,0.0
AY206654,0,41,0.0
AY206655,0,41,0.0
AY206656,0,41,0.0
AY206657,0,41,0.0
AY206658,1,41,0.024390243902439025
AY206659,0,41,0.0
AY206660,0,41,0.0
AY206661,1,41,0.024390243902439025
AY206662,0,41,0.0
AY206663,0,41,0.0
AY206664,0,41,0.0
AY227107,0,41,0.0
AY228556,0,41,0.0
AY228557,0,41,0.0
AY247251,0,41,0.0
AY275555,0,41,0.0
AY275556,0,41,0.0
AY275557,0,41,0.0
AY308760,0,41,0.0
AY314044,0,41,0.0
AY322184,0,41,0.0
AY322187,0,41,0.0
AY322189,0,41,0.0
AY322190,0,41,0.0
AY322191,0,41,0.0
AY322193,0,41,0.0
AY331282,0,41,0.0
AY331284,0,41,0.0
AY331285,0,41,0.0
AY331287,0,41,0.0
AY331289,0,41,0.0
AY331292,0,41,0.0
AY331296,0,41,0.0
AY352275,0,41,0.0
AY352654,0,41,0.0
AY352655,0,41,0.0
AY352656,0,41,0.0
AY352657,0,41,0.0
AY455778,0,41,0.0
AY455779,0,41,0.0
AY455780,0,41,0.0
AY455781,0,41,0.0
AY455782,0,41,0.0
AY455783,2,41,0.04878048780487805
AY455784,0,41,0.0
AY455785,0,41,0.0
AY463217,0,41,0.0
AY463218,0,41,0.0
AY463219,0,41,0.0
AY463220,0,41,0.0
AY463221,0,41,0.0
AY463222,0,41,0.0
AY463223,0,41,0.0
AY463224,0,41,0.0
AY463225,0,41,0.0
AY463226,0,41,0.0
AY463227,0,41,0.0
AY463228,0,41,0.0
AY463229,0,41,0.0
AY463230,0,41,0.0
AY463231,0,41,0.0
AY463232,0,41,0.0
AY463233,0,41,0.0
AY463234,0,41,0.0
AY463236,0,41,0.0
AY463237,0,41,0.0
AY484419,0,41,0.0
AY484420,0,41,0.0
AY484421,0,41,0.0
AY484422,0,41,0.0
AY484423,0,41,0.0
AY484424,0,41,0.0
AY500393,0,41,0.0
AY531116,0,41,0.0
AY535659,0,41,0.0
AY535660,0,41,0.0
AY536233,0,41,0.0
AY536234,0,41,0.0
AY536235,1,41,0.024390243902439025
AY536236,0,41,0.0
AY536237,0,41,0.0
AY536238,0,41,0.0
AY560107,0,41,0.0
AY560108,0,41,0.0
AY560109,0,41,0.0
AY560110,0,41,0.0
AY585264,0,41,0.0
AY585265,0,41,0.0
AY585266,0,41,0.0
AY585267,0,41,0.0
AY585268,0,41,0.0
AY586540,0,41,0.0
AY586541,0,41,0.0
AY586542,0,41,0.0
AY586543,0,41,0.0
AY586544,0,41,0.0
AY586545,0,41,0.0
AY586546,0,41,0.0
AY586547,0,41,0.0
AY586548,1,41,0.024390243902439025
AY586549,0,41,0.0
AY588970,0,41,0.0
AY588971,0,41,0.0
AY612637,0,41,0.0
AY679786,0,41,0.0
AY682547,8,41,0.1951219512195122
AY703909,0,41,0.0
AY703910,0,41,0.0
AY703911,0,41,0.0
AY751406,0,41,0.0
AY751407,0,41,0.0
AY771588,0,41,0.0
AY771589,0,41,0.0
AY771591,0,41,0.0
AY771592,0,41,0.0
AY771593,0,41,0.0
AY772535,0,41,0.0
AY772690,0,41,0.0
AY772691,0,41,0.0
AY772692,0,41,0.0
AY772693,0,41,0.0
AY772694,0,41,0.0
AY772695,0,41,0.0
AY772696,0,41,0.0
AY772698,0,41,0.0
AY772699,1,41,0.024390243902439025
AY772700,0,41,0.0
AY772952,0,41,0.0
AY772953,0,41,0.0
AY772954,1,41,0.024390243902439025
AY772955,0,41,0.0
AY772956,0,41,0.0
AY772957,0,41,0.0
AY772958,0,41,0.0
AY772959,0,41,0.0
AY772960,0,41,0.0
AY772970,0,41,0.0
AY772971,0,41,0.0
AY772972,0,41,0.0
AY772973,0,41,0.0
AY772985,1,41,0.024390243902439025
AY772986,0,41,0.0
AY773338,0,41,0.0
AY773340,1,41,0.024390243902439025
AY773341,1,41,0.024390243902439025
AY779550,0,41,0.0
AY779553,0,41,0.0
AY779557,0,41,0.0
AY786790,0,41,0.0
AY786800,0,41,0.0
AY786830,0,41,0.0
AY786840,0,41,0.0
AY786870,0,41,0.0
AY786880,0,41,0.0
AY786910,0,41,0.0
AY786920,0,41,0.0
AY786952,0,41,0.0
AY786962,0,41,0.0
AY805330,0,41,0.0
AY818641,12,41,0.2926829268292683
AY819715,0,41,0.0
AY835748,0,41,0.0
AY835753,0,41,0.0
AY835754,0,41,0.0
AY835755,0,41,0.0
AY835757,0,41,0.0
AY835759,0,41,0.0
AY835762,0,41,0.0
AY835766,0,41,0.0
AY835769,1,41,0.024390243902439025
AY835770,0,41,0.0
