Accession,NumAPOBECs,NumConservedAPOBECSites,ADIndex
AB588211,0,37,0.0
AB588223,0,37,0.0
AB588232,0,37,0.0
AB588243,0,37,0.0
AB588253,0,37,0.0
AB588263,0,37,0.0
AB588271,0,37,0.0
AB588283,0,37,0.0
AB588291,0,37,0.0
AB588311,0,37,0.0
AB588319,0,37,0.0
AB588329,0,37,0.0
AB604946,0,37,0.0
AB604950,0,37,0.0
AB641836,0,37,0.0
AB646289,1,37,0.02702702702702703
AB703607,0,37,0.0
AB703608,0,37,0.0
AB703609,0,37,0.0
AB703610,0,37,0.0
AB703611,0,37,0.0
AB703612,0,37,0.0
AB703613,0,37,0.0
AB703614,0,37,0.0
AB703615,0,37,0.0
AB703616,0,37,0.0
AB731663,0,37,0.0
AB731665,0,37,0.0
AB731667,0,37,0.0
AB742145,0,37,0.0
AB746342,0,37,0.0
AB746344,0,37,0.0
AB773884,0,37,0.0
AB845344,0,37,0.0
AB845345,0,37,0.0
AB845346,0,37,0.0
AB845347,0,37,0.0
AB845348,0,37,0.0
AB845349,0,37,0.0
AB859012,0,37,0.0
AF003887,0,37,0.0
AF004394,0,37,0.0
AF004885,0,37,0.0
AF005494,0,37,0.0
AF005495,0,37,0.0
AF005496,0,37,0.0
AF015916,0,37,0.0
AF015919,0,37,0.0
AF025749,0,37,0.0
AF025750,0,37,0.0
AF025751,0,37,0.0
AF025752,0,37,0.0
AF025753,1,37,0.02702702702702703
AF025754,0,37,0.0
AF025755,0,37,0.0
AF025756,0,37,0.0
AF025757,0,37,0.0
AF025759,0,37,0.0
AF025760,0,37,0.0
AF025761,0,37,0.0
AF025762,0,37,0.0
AF025763,0,37,0.0
AF025764,0,37,0.0
AF035532,0,37,0.0
AF041125,0,37,0.0
AF041126,0,37,0.0
AF041127,0,37,0.0
AF041128,0,37,0.0
AF041129,0,37,0.0
AF041130,0,37,0.0
AF041131,0,37,0.0
AF041132,0,37,0.0
AF041133,0,37,0.0
AF041134,0,37,0.0
AF041135,0,37,0.0
AF042100,0,37,0.0
AF042101,0,37,0.0
AF042102,0,37,0.0
AF042103,0,37,0.0
AF042104,0,37,0.0
AF042105,1,37,0.02702702702702703
AF049337,0,37,0.0
AF049494,0,37,0.0
AF049495,0,37,0.0
AF061642,0,37,0.0
AF063224,0,37,0.0
AF064699,0,37,0.0
AF067154,0,37,0.0
AF067155,0,37,0.0
AF067156,0,37,0.0
AF067157,0,37,0.0
AF067158,0,37,0.0
AF067159,0,37,0.0
AF069139,0,37,0.0
AF069524,0,37,0.0
AF069669,0,37,0.0
AF069670,0,37,0.0
AF069671,0,37,0.0
AF069672,0,37,0.0
AF069673,1,37,0.02702702702702703
AF070521,0,37,0.0
AF070703,1,37,0.02702702702702703
AF070704,0,37,0.0
AF070705,0,37,0.0
AF070706,0,37,0.0
AF070707,0,37,0.0
AF070708,0,37,0.0
AF070709,0,37,0.0
AF070710,0,37,0.0
AF070711,0,37,0.0
AF070712,0,37,0.0
AF070713,0,37,0.0
AF071473,0,37,0.0
AF071474,0,37,0.0
AF075701,0,37,0.0
AF075702,0,37,0.0
AF075703,0,37,0.0
AF075719,0,37,0.0
AF076474,0,37,0.0
AF076475,0,37,0.0
AF076998,0,37,0.0
AF082394,0,37,0.0
AF082395,0,37,0.0
AF082485,1,37,0.02702702702702703
AF082486,0,37,0.0
AF084936,0,37,0.0
AF086817,0,37,0.0
AF107770,0,37,0.0
AF107771,0,37,0.0
AF110959,0,37,0.0
AF110962,0,37,0.0
AF110967,0,37,0.0
AF110969,0,37,0.0
AF110972,0,37,0.0
AF110973,0,37,0.0
AF110976,0,37,0.0
AF110979,0,37,0.0
AF112539,0,37,0.0
AF112542,0,37,0.0
AF112547,0,37,0.0
AF112550,0,37,0.0
AF112554,0,37,0.0
AF112560,0,37,0.0
AF112563,0,37,0.0
AF112564,0,37,0.0
AF119819,1,37,0.02702702702702703
AF119820,0,37,0.0
AF128126,0,37,0.0
AF133821,0,37,0.0
AF146728,0,37,0.0
AF164485,0,37,0.0
AF179368,0,37,0.0
AF184155,0,37,0.0
AF190127,0,37,0.0
AF190128,0,37,0.0
AF192135,2,37,0.05405405405405406
AF193253,0,37,0.0
AF193275,22,37,0.5945945945945946
AF193276,2,37,0.05405405405405406
AF193277,0,37,0.0
AF197340,0,37,0.0
AF217150,0,37,0.0
AF219261,0,37,0.0
AF219265,0,37,0.0
AF219266,0,37,0.0
AF219269,0,37,0.0
AF219273,1,37,0.02702702702702703
AF219274,0,37,0.0
AF219627,0,37,0.0
AF224507,1,37,0.02702702702702703
AF227272,0,37,0.0
AF256204,0,37,0.0
AF259954,0,37,0.0
AF277054,0,37,0.0
AF277055,0,37,0.0
AF277056,0,37,0.0
AF277057,0,37,0.0
AF277058,0,37,0.0
AF277059,0,37,0.0
AF277060,0,37,0.0
AF277061,0,37,0.0
AF277062,0,37,0.0
AF277063,0,37,0.0
AF277064,0,37,0.0
AF277065,0,37,0.0
AF277066,0,37,0.0
AF277067,0,37,0.0
AF277068,0,37,0.0
AF277069,0,37,0.0
AF277070,0,37,0.0
AF277071,0,37,0.0
AF277072,0,37,0.0
AF277073,0,37,0.0
AF277074,1,37,0.02702702702702703
AF277075,0,37,0.0
AF286223,0,37,0.0
AF286224,0,37,0.0
AF286225,1,37,0.02702702702702703
AF286226,0,37,0.0
AF286227,1,37,0.02702702702702703
AF286228,3,37,0.08108108108108109
AF286229,0,37,0.0
AF286230,0,37,0.0
AF286231,0,37,0.0
AF286232,0,37,0.0
AF286233,0,37,0.0
AF286234,0,37,0.0
AF286235,0,37,0.0
AF286236,0,37,0.0
AF286237,0,37,0.0
AF286238,0,37,0.0
AF286239,0,37,0.0
AF286241,0,37,0.0
AF286245,0,37,0.0
AF286249,0,37,0.0
AF286254,0,37,0.0
AF286365,0,37,0.0
AF290027,0,37,0.0
AF316544,1,37,0.02702702702702703
AF321080,0,37,0.0
AF332867,0,37,0.0
AF361871,0,37,0.0
AF361872,0,37,0.0
AF361873,0,37,0.0
AF361874,0,37,0.0
AF361875,0,37,0.0
AF361876,0,37,0.0
AF361877,0,37,0.0
AF361878,0,37,0.0
AF361879,0,37,0.0
AF362994,6,37,0.16216216216216217
AF377954,0,37,0.0
AF377955,0,37,0.0
AF377956,0,37,0.0
AF377957,0,37,0.0
AF377958,0,37,0.0
AF377959,0,37,0.0
AF385934,0,37,0.0
AF385935,0,37,0.0
AF385936,0,37,0.0
AF391230,0,37,0.0
AF391232,0,37,0.0
AF391233,0,37,0.0
AF391234,0,37,0.0
AF391235,2,37,0.05405405405405406
AF391238,0,37,0.0
AF391240,0,37,0.0
AF391242,1,37,0.02702702702702703
AF391243,0,37,0.0
AF391245,0,37,0.0
AF391247,0,37,0.0
AF391249,0,37,0.0
AF391250,0,37,0.0
AF403705,1,37,0.02702702702702703
AF407148,0,37,0.0
AF407151,0,37,0.0
AF407154,0,37,0.0
AF407157,0,37,0.0
AF407160,0,37,0.0
AF408626,0,37,0.0
AF408627,0,37,0.0
AF408628,0,37,0.0
AF408629,0,37,0.0
AF408630,0,37,0.0
AF408631,0,37,0.0
AF408632,0,37,0.0
AF411964,0,37,0.0
AF411965,0,37,0.0
AF411966,0,37,0.0
AF411967,0,37,0.0
AF413980,0,37,0.0
AF414005,0,37,0.0
AF423755,0,37,0.0
AF423756,0,37,0.0
AF423757,0,37,0.0
AF423758,0,37,0.0
AF423759,0,37,0.0
AF423760,0,37,0.0
AF442565,0,37,0.0
AF442566,0,37,0.0
AF442568,16,37,0.43243243243243246
AF442569,0,37,0.0
AF442570,0,37,0.0
AF443074,0,37,0.0
AF443075,0,37,0.0
AF443076,0,37,0.0
AF443077,0,37,0.0
AF443078,0,37,0.0
AF443079,0,37,0.0
AF443080,0,37,0.0
AF443081,0,37,0.0
AF443082,0,37,0.0
AF443083,0,37,0.0
AF443084,0,37,0.0
AF443085,0,37,0.0
AF443086,0,37,0.0
AF443087,0,37,0.0
AF443088,0,37,0.0
AF443089,0,37,0.0
AF443090,1,37,0.02702702702702703
AF443091,0,37,0.0
AF443092,0,37,0.0
AF443093,0,37,0.0
AF443094,0,37,0.0
AF443095,0,37,0.0
AF443096,0,37,0.0
AF443097,0,37,0.0
AF443098,0,37,0.0
AF443099,0,37,0.0
AF443100,2,37,0.05405405405405406
AF443101,0,37,0.0
AF443102,0,37,0.0
AF443103,0,37,0.0
AF443104,0,37,0.0
AF443105,0,37,0.0
AF443106,0,37,0.0
AF443107,0,37,0.0
AF443108,0,37,0.0
AF443109,0,37,0.0
AF443110,0,37,0.0
AF443111,0,37,0.0
AF443112,0,37,0.0
AF443113,0,37,0.0
AF443114,0,37,0.0
AF443115,1,37,0.02702702702702703
AF450096,0,37,0.0
AF450097,0,37,0.0
AF450098,0,37,0.0
AF457051,0,37,0.0
AF457052,0,37,0.0
AF457053,0,37,0.0
AF457054,0,37,0.0
AF457055,0,37,0.0
AF457056,0,37,0.0
AF457057,26,37,0.7027027027027027
AF457058,0,37,0.0
AF457059,0,37,0.0
AF457060,12,37,0.32432432432432434
AF457061,0,37,0.0
AF457062,0,37,0.0
AF457063,0,37,0.0
AF457064,0,37,0.0
AF457065,0,37,0.0
AF457066,0,37,0.0
AF457067,0,37,0.0
AF457068,0,37,0.0
AF457069,0,37,0.0
AF457070,0,37,0.0
AF457071,18,37,0.4864864864864865
AF457072,0,37,0.0
AF457073,0,37,0.0
AF457075,0,37,0.0
AF457076,14,37,0.3783783783783784
AF457077,0,37,0.0
AF457078,0,37,0.0
AF457079,0,37,0.0
AF457080,0,37,0.0
AF457081,0,37,0.0
AF457082,1,37,0.02702702702702703
AF457083,0,37,0.0
AF457084,0,37,0.0
AF457085,0,37,0.0
AF457086,0,37,0.0
AF457087,0,37,0.0
AF457088,0,37,0.0
AF457089,0,37,0.0
AF457090,0,37,0.0
AF457091,16,37,0.43243243243243246
AF457101,0,37,0.0
AF460972,0,37,0.0
AF460974,0,37,0.0
AF484477,0,37,0.0
AF484478,1,37,0.02702702702702703
AF484479,0,37,0.0
AF484480,0,37,0.0
AF484481,0,37,0.0
AF484482,0,37,0.0
AF484483,0,37,0.0
AF484484,13,37,0.35135135135135137
AF484485,0,37,0.0
AF484486,0,37,0.0
AF484487,0,37,0.0
AF484488,0,37,0.0
AF484489,0,37,0.0
AF484490,0,37,0.0
AF484491,0,37,0.0
AF484492,0,37,0.0
AF484493,0,37,0.0
AF484494,0,37,0.0
AF484495,0,37,0.0
AF484496,0,37,0.0
AF484497,0,37,0.0
AF484498,1,37,0.02702702702702703
AF484499,0,37,0.0
AF484500,0,37,0.0
AF484501,0,37,0.0
AF484502,0,37,0.0
AF484503,0,37,0.0
AF484504,0,37,0.0
AF484505,0,37,0.0
AF484506,0,37,0.0
AF484507,0,37,0.0
AF484508,0,37,0.0
AF484509,0,37,0.0
AF484510,0,37,0.0
AF484511,0,37,0.0
AF484512,0,37,0.0
AF484514,0,37,0.0
AF484515,0,37,0.0
AF484516,0,37,0.0
AF484517,0,37,0.0
AF484518,0,37,0.0
AF484519,0,37,0.0
AF484520,0,37,0.0
AF484521,0,37,0.0
AF484522,0,37,0.0
AF490512,0,37,0.0
AF490513,0,37,0.0
AF491737,0,37,0.0
AF491740,0,37,0.0
AF492623,0,37,0.0
AF492624,0,37,0.0
AF538302,0,37,0.0
AF538303,0,37,0.0
AF538304,0,37,0.0
AF538305,0,37,0.0
AF538306,0,37,0.0
AF538307,0,37,0.0
AF539404,0,37,0.0
AF544007,0,37,0.0
AF544008,0,37,0.0
AH011123,0,37,0.0
AJ237565,0,37,0.0
AJ249235,0,37,0.0
AJ249236,0,37,0.0
AJ249237,0,37,0.0
AJ249238,2,37,0.05405405405405406
AJ249239,0,37,0.0
AJ251056,0,37,0.0
AJ251057,0,37,0.0
AJ271111,0,37,0.0
AJ271445,0,37,0.0
AJ276595,0,37,0.0
AJ276596,0,37,0.0
AJ277818,0,37,0.0
AJ277819,0,37,0.0
AJ277822,0,37,0.0
AJ277823,1,37,0.02702702702702703
AJ277825,0,37,0.0
AJ286133,0,37,0.0
AJ286330,0,37,0.0
AJ286332,0,37,0.0
AJ286334,0,37,0.0
AJ286335,0,37,0.0
AJ286337,0,37,0.0
AJ286339,0,37,0.0
AJ286341,0,37,0.0
AJ288981,0,37,0.0
AJ291718,0,37,0.0
AJ293865,0,37,0.0
AJ401034,0,37,0.0
AJ401035,0,37,0.0
AJ401036,0,37,0.0
AJ401037,0,37,0.0
AJ401038,0,37,0.0
AJ401039,0,37,0.0
AJ401040,0,37,0.0
AJ401041,0,37,0.0
AJ401043,0,37,0.0
AJ401044,0,37,0.0
AJ401045,1,37,0.02702702702702703
AJ401046,0,37,0.0
AJ404325,0,37,0.0
AJ417408,0,37,0.0
AJ417411,0,37,0.0
AJ417414,0,37,0.0
AJ417417,0,37,0.0
AJ417420,0,37,0.0
AJ417423,0,37,0.0
AJ417426,0,37,0.0
AJ417429,0,37,0.0
AJ418478,0,37,0.0
AJ418495,0,37,0.0
AJ418514,0,37,0.0
AJ418521,0,37,0.0
AJ418531,1,37,0.02702702702702703
AJ488926,0,37,0.0
AJ488927,11,37,0.2972972972972973
AJ508595,0,37,0.0
AJ535590,0,37,0.0
AJ535600,0,37,0.0
AJ535608,1,37,0.02702702702702703
AJ535612,0,37,0.0
AJ535616,0,37,0.0
AJ634684,0,37,0.0
AJ866555,0,37,0.0
AJ866556,0,37,0.0
AJ866557,1,37,0.02702702702702703
AJ866558,0,37,0.0
AM000054,0,37,0.0
AM000055,12,37,0.32432432432432434
AM279343,0,37,0.0
AM279344,0,37,0.0
AM279345,0,37,0.0
AM279346,0,37,0.0
AM279347,0,37,0.0
AM279348,0,37,0.0
AM279349,0,37,0.0
AM279350,0,37,0.0
AM279351,0,37,0.0
AM279352,0,37,0.0
AM279353,0,37,0.0
AM279354,0,37,0.0
AM279355,0,37,0.0
AM279356,0,37,0.0
AM279357,0,37,0.0
AM279359,0,37,0.0
AM279360,0,37,0.0
AM279361,0,37,0.0
AM279362,0,37,0.0
AM279363,0,37,0.0
AM279364,0,37,0.0
AM279365,0,37,0.0
AM279366,0,37,0.0
AM279367,0,37,0.0
AM279368,0,37,0.0
AM279369,0,37,0.0
AM851090,0,37,0.0
AM851091,0,37,0.0
AP005206,0,37,0.0
AP005207,0,37,0.0
AX056837,0,37,0.0
AX457092,0,37,0.0
AY008714,0,37,0.0
AY008715,0,37,0.0
AY008716,0,37,0.0
AY008717,0,37,0.0
AY008718,0,37,0.0
AY037266,0,37,0.0
AY037267,0,37,0.0
AY037268,0,37,0.0
AY037269,0,37,0.0
AY037270,0,37,0.0
AY037271,0,37,0.0
AY037272,0,37,0.0
AY037273,22,37,0.5945945945945946
AY037274,9,37,0.24324324324324326
AY037275,0,37,0.0
AY037276,19,37,0.5135135135135135
AY037277,0,37,0.0
AY037278,0,37,0.0
AY037279,14,37,0.3783783783783784
AY037280,0,37,0.0
AY037281,0,37,0.0
AY037282,0,37,0.0
AY037283,0,37,0.0
AY043175,0,37,0.0
AY043176,0,37,0.0
AY049708,1,37,0.02702702702702703
AY082968,0,37,0.0
AY093603,0,37,0.0
AY093604,0,37,0.0
AY093605,0,37,0.0
AY093607,0,37,0.0
AY124970,0,37,0.0
AY124973,0,37,0.0
AY124976,0,37,0.0
AY124980,0,37,0.0
AY151001,0,37,0.0
AY151002,0,37,0.0
AY158533,0,37,0.0
AY158534,0,37,0.0
AY158535,0,37,0.0
AY167123,0,37,0.0
AY173951,0,37,0.0
AY173952,0,37,0.0
AY173954,0,37,0.0
AY173955,0,37,0.0
AY173957,0,37,0.0
AY173959,0,37,0.0
AY173960,0,37,0.0
AY180905,0,37,0.0
AY189526,1,37,0.02702702702702703
AY223743,0,37,0.0
AY223761,0,37,0.0
AY227107,0,37,0.0
AY228556,0,37,0.0
AY228557,0,37,0.0
AY231152,0,37,0.0
AY231153,0,37,0.0
AY231154,1,37,0.02702702702702703
AY231155,0,37,0.0
AY231156,0,37,0.0
AY231157,0,37,0.0
AY231158,0,37,0.0
AY237165,18,37,0.4864864864864865
AY237166,16,37,0.43243243243243246
AY247022,0,37,0.0
AY247218,0,37,0.0
AY247219,0,37,0.0
AY247220,0,37,0.0
AY247221,0,37,0.0
AY247222,0,37,0.0
AY247223,0,37,0.0
AY247224,0,37,0.0
AY247225,0,37,0.0
AY253303,0,37,0.0
AY253304,0,37,0.0
AY253305,0,37,0.0
AY253306,0,37,0.0
AY253307,0,37,0.0
AY253308,0,37,0.0
AY253309,0,37,0.0
AY253310,0,37,0.0
AY253311,0,37,0.0
AY253312,0,37,0.0
AY253313,0,37,0.0
AY253314,0,37,0.0
AY253315,0,37,0.0
AY253316,0,37,0.0
AY253317,0,37,0.0
AY253318,0,37,0.0
AY253319,0,37,0.0
AY253320,0,37,0.0
AY253321,0,37,0.0
AY253322,0,37,0.0
AY255823,0,37,0.0
AY255824,0,37,0.0
AY255825,0,37,0.0
AY255826,0,37,0.0
AY255827,0,37,0.0
AY255828,19,37,0.5135135135135135
AY304496,0,37,0.0
AY308760,0,37,0.0
AY314044,0,37,0.0
AY322184,0,37,0.0
AY322187,0,37,0.0
AY322189,0,37,0.0
AY322190,0,37,0.0
AY322191,0,37,0.0
AY322193,0,37,0.0
AY331282,2,37,0.05405405405405406
AY331284,0,37,0.0
AY331285,0,37,0.0
AY331287,0,37,0.0
AY331289,0,37,0.0
AY331291,0,37,0.0
AY331292,0,37,0.0
AY331294,0,37,0.0
AY331296,0,37,0.0
AY352275,0,37,0.0
AY352654,0,37,0.0
AY352655,0,37,0.0
AY352656,0,37,0.0
AY352657,0,37,0.0
AY357338,0,37,0.0
AY358036,0,37,0.0
AY358037,0,37,0.0
AY358038,0,37,0.0
AY358039,0,37,0.0
AY358040,0,37,0.0
AY358041,0,37,0.0
AY358042,0,37,0.0
AY358043,0,37,0.0
AY358044,0,37,0.0
AY358045,0,37,0.0
AY358046,0,37,0.0
AY358047,0,37,0.0
AY358048,0,37,0.0
AY358049,0,37,0.0
AY358050,0,37,0.0
AY358051,0,37,0.0
AY358052,0,37,0.0
AY358053,15,37,0.40540540540540543
AY358054,16,37,0.43243243243243246
AY358055,21,37,0.5675675675675675
AY358056,0,37,0.0
AY358057,0,37,0.0
AY358058,21,37,0.5675675675675675
AY358059,0,37,0.0
AY358060,0,37,0.0
AY358061,0,37,0.0
AY358062,0,37,0.0
AY358063,0,37,0.0
AY358064,0,37,0.0
AY358066,0,37,0.0
AY358067,0,37,0.0
AY358068,0,37,0.0
AY358069,0,37,0.0
AY358070,0,37,0.0
AY358071,0,37,0.0
AY358072,0,37,0.0
AY358073,0,37,0.0
AY371121,0,37,0.0
AY371122,0,37,0.0
AY371123,0,37,0.0
AY371124,0,37,0.0
AY371125,0,37,0.0
AY371126,0,37,0.0
AY371127,0,37,0.0
AY371128,0,37,0.0
AY371129,0,37,0.0
AY371130,0,37,0.0
AY371131,0,37,0.0
AY371132,0,37,0.0
AY371133,0,37,0.0
AY371134,0,37,0.0
AY371135,11,37,0.2972972972972973
AY371136,0,37,0.0
AY371137,0,37,0.0
AY371138,0,37,0.0
AY371139,0,37,0.0
AY371140,0,37,0.0
AY371141,0,37,0.0
AY371142,0,37,0.0
AY371143,0,37,0.0
AY371144,9,37,0.24324324324324326
AY371145,0,37,0.0
AY371146,0,37,0.0
AY371147,0,37,0.0
AY371148,18,37,0.4864864864864865
AY371149,0,37,0.0
AY371150,0,37,0.0
AY371151,0,37,0.0
AY371153,0,37,0.0
AY371154,0,37,0.0
AY371155,0,37,0.0
AY371156,0,37,0.0
AY371157,0,37,0.0
AY371158,0,37,0.0
AY371159,0,37,0.0
AY371160,0,37,0.0
AY371161,0,37,0.0
AY371162,0,37,0.0
AY371163,0,37,0.0
AY371164,0,37,0.0
AY371165,0,37,0.0
AY371166,0,37,0.0
AY371168,0,37,0.0
AY371169,0,37,0.0
AY371170,0,37,0.0
AY423381,0,37,0.0
AY423971,0,37,0.0
AY423984,0,37,0.0
AY424079,0,37,0.0
AY424138,0,37,0.0
AY424163,0,37,0.0
AY426125,0,37,0.0
AY444799,0,37,0.0
AY444800,0,37,0.0
AY444801,0,37,0.0
AY444803,0,37,0.0
AY444804,0,37,0.0
AY444805,0,37,0.0
AY444806,0,37,0.0
AY444807,3,37,0.08108108108108109
AY444808,4,37,0.10810810810810811
AY444809,0,37,0.0
AY444810,7,37,0.1891891891891892
AY444811,0,37,0.0
AY444812,0,37,0.0
AY455778,0,37,0.0
AY455779,0,37,0.0
AY455780,0,37,0.0
AY455781,1,37,0.02702702702702703
AY455782,0,37,0.0
AY455784,0,37,0.0
AY455785,0,37,0.0
AY463217,0,37,0.0
AY463218,0,37,0.0
AY463219,0,37,0.0
AY463220,0,37,0.0
AY463221,0,37,0.0
AY463222,0,37,0.0
AY463223,0,37,0.0
AY463224,0,37,0.0
AY463225,0,37,0.0
AY463226,0,37,0.0
AY463227,0,37,0.0
AY463228,0,37,0.0
AY463229,0,37,0.0
AY463230,0,37,0.0
AY463231,0,37,0.0
AY463232,0,37,0.0
AY463233,0,37,0.0
AY463234,0,37,0.0
AY463235,0,37,0.0
AY463236,0,37,0.0
AY463237,0,37,0.0
AY494966,0,37,0.0
AY494967,0,37,0.0
AY494968,0,37,0.0
AY500393,0,37,0.0
AY505010,0,37,0.0
AY505011,0,37,0.0
AY521629,0,37,0.0
AY521630,0,37,0.0
AY521631,0,37,0.0
AY521632,0,37,0.0
AY521633,0,37,0.0
AY522721,0,37,0.0
AY522722,0,37,0.0
AY522723,0,37,0.0
AY522724,0,37,0.0
AY522725,0,37,0.0
AY522726,0,37,0.0
AY522727,0,37,0.0
AY522728,0,37,0.0
AY522729,0,37,0.0
AY522730,0,37,0.0
AY522731,0,37,0.0
AY522732,0,37,0.0
AY522733,0,37,0.0
AY522734,0,37,0.0
AY522735,0,37,0.0
AY522736,0,37,0.0
AY529659,0,37,0.0
AY529660,0,37,0.0
AY529661,0,37,0.0
AY529662,0,37,0.0
AY529664,0,37,0.0
AY529665,0,37,0.0
AY529666,0,37,0.0
AY529667,0,37,0.0
AY529668,0,37,0.0
AY529669,0,37,0.0
AY529670,0,37,0.0
AY529672,0,37,0.0
AY529673,0,37,0.0
AY529675,0,37,0.0
AY529676,0,37,0.0
AY529677,0,37,0.0
AY529678,0,37,0.0
AY531116,0,37,0.0
AY535659,0,37,0.0
AY535660,0,37,0.0
AY536233,0,37,0.0
AY536234,0,37,0.0
AY536235,0,37,0.0
AY536236,0,37,0.0
AY536237,0,37,0.0
AY536238,0,37,0.0
AY560107,0,37,0.0
AY560108,0,37,0.0
AY560109,0,37,0.0
AY560110,0,37,0.0
AY561236,0,37,0.0
AY561237,0,37,0.0
AY561238,3,37,0.08108108108108109
AY561239,0,37,0.0
AY561240,3,37,0.08108108108108109
AY561241,23,37,0.6216216216216216
AY561243,0,37,0.0
AY561245,0,37,0.0
AY563169,0,37,0.0
AY563170,0,37,0.0
AY585264,0,37,0.0
AY585265,0,37,0.0
AY585266,0,37,0.0
AY585267,0,37,0.0
AY585268,0,37,0.0
AY586540,0,37,0.0
AY586541,0,37,0.0
AY586542,0,37,0.0
AY586543,0,37,0.0
AY586544,0,37,0.0
AY586545,0,37,0.0
AY586546,0,37,0.0
AY586547,1,37,0.02702702702702703
AY586548,0,37,0.0
AY586549,0,37,0.0
AY588970,0,37,0.0
AY588971,0,37,0.0
AY608576,0,37,0.0
AY612637,0,37,0.0
AY612855,0,37,0.0
AY623599,0,37,0.0
AY624304,0,37,0.0
AY669697,1,37,0.02702702702702703
AY669698,0,37,0.0
AY669699,0,37,0.0
AY669700,0,37,0.0
AY669701,0,37,0.0
AY669702,0,37,0.0
AY669704,0,37,0.0
AY669705,0,37,0.0
AY669706,0,37,0.0
AY669707,0,37,0.0
AY669709,0,37,0.0
AY669710,0,37,0.0
AY669711,0,37,0.0
AY669712,0,37,0.0
AY669713,0,37,0.0
AY669714,0,37,0.0
AY669715,0,37,0.0
AY669716,0,37,0.0
AY669717,0,37,0.0
AY669718,0,37,0.0
AY669719,0,37,0.0
AY669720,0,37,0.0
AY669721,0,37,0.0
AY669724,0,37,0.0
AY669725,0,37,0.0
AY669727,0,37,0.0
AY669729,0,37,0.0
AY669731,0,37,0.0
AY669733,0,37,0.0
AY669736,0,37,0.0
AY669739,0,37,0.0
AY669749,0,37,0.0
AY669750,0,37,0.0
AY669751,0,37,0.0
AY669753,0,37,0.0
AY669756,0,37,0.0
AY669758,0,37,0.0
AY669759,0,37,0.0
AY669760,0,37,0.0
AY669762,0,37,0.0
AY669764,1,37,0.02702702702702703
AY669765,0,37,0.0
AY669766,0,37,0.0
AY669767,0,37,0.0
AY669768,0,37,0.0
AY669769,0,37,0.0
AY669771,0,37,0.0
AY669772,0,37,0.0
AY669773,0,37,0.0
AY669774,0,37,0.0
AY669775,0,37,0.0
AY669776,0,37,0.0
AY669777,0,37,0.0
AY669778,0,37,0.0
AY669780,1,37,0.02702702702702703
